# index, _pos
157,"array([3.21230571, 1.62829834])"
158,"array([3.32979799, 1.81827532])"
159,"array([3.4576583 , 1.56362095])"
160,"array([3.39833023, 1.67841117])"
161,"array([3.28636276, 1.56791383])"
162,"array([3.34701109, 1.84289796])"
163,"array([3.40886601, 1.50138355])"
164,"array([3.19957029, 1.80997618])"
165,"array([3.31685988, 1.75832493])"
166,"array([3.41521462, 1.93144474])"
167,"array([3.42780062, 1.56090487])"
168,"array([3.36557653, 1.69264963])"
169,"array([3.50967034, 1.88612969])"
170,"array([3.43141241, 1.74202481])"
171,"array([3.21107625, 1.59570389])"
172,"array([3.57259782, 1.74421118])"
173,"array([3.2032667 , 1.77603947])"
174,"array([3.34896032, 1.7370757 ])"
175,"array([3.29186126, 1.52747943])"
176,"array([3.52307215, 1.91269542])"
177,"array([3.2515991 , 1.56291224])"
178,"array([3.47279938, 1.59199958])"
179,"array([3.39031457, 1.53260922])"
180,"array([3.38847577, 1.5644311 ])"
181,"array([3.38285222, 1.60024603])"
182,"array([3.33216124, 1.51867507])"
183,"array([3.48320372, 1.64022367])"
184,"array([3.63906262, 1.67837264])"
185,"array([3.56871303, 1.67709475])"
186,"array([3.60150526, 1.66966583])"
187,"array([3.3932825 , 2.01349783])"
188,"array([3.50146302, 1.93437026])"
189,"array([3.30316366, 1.84228038])"
190,"array([3.30439898, 1.79146204])"
191,"array([3.17869456, 1.64010401])"
192,"array([3.49672887, 1.4882414 ])"
193,"array([3.37930057, 1.46467121])"
194,"array([3.48654579, 1.8730069 ])"
195,"array([3.50841393, 2.00462901])"
196,"array([3.60718044, 2.33615732])"
197,"array([3.77150636, 2.35685002])"
198,"array([3.59752441, 2.2453164 ])"
199,"array([3.65857116, 2.06869635])"
200,"array([3.8840365 , 2.25744811])"
201,"array([3.45866144, 2.12942303])"
202,"array([3.69280484, 2.1549293 ])"
203,"array([3.73164607, 2.19882902])"
204,"array([3.86666129, 2.32703634])"
205,"array([3.73285226, 2.38611593])"
206,"array([3.56941789, 2.01563749])"
207,"array([3.57312885, 2.20021393])"
208,"array([3.91580262, 2.26820089])"
209,"array([3.52047438, 2.17183084])"
210,"array([3.87175231, 2.28808274])"
211,"array([3.62818344, 2.2073847 ])"
212,"array([3.65094385, 2.28678386])"
213,"array([3.57821086, 2.06065769])"
214,"array([3.62184349, 2.16472117])"
215,"array([3.63368011, 2.26529186])"
216,"array([3.68039159, 2.29060518])"
217,"array([3.62646964, 2.30486805])"
218,"array([3.65576828, 2.31866748])"
219,"array([3.69189171, 2.31900209])"
220,"array([3.70101972, 2.27274366])"
221,"array([3.92184065, 2.23176162])"
222,"array([3.833998 , 2.3554708])"
223,"array([3.88900205, 1.91872619])"
224,"array([3.5965372 , 2.27921004])"
225,"array([3.79651143, 2.33328862])"
226,"array([3.82377992, 2.31886737])"
227,"array([3.79664563, 2.13149661])"
228,"array([3.77527765, 2.15861006])"
229,"array([3.89406504, 2.07410084])"
230,"array([3.46803814, 1.92590407])"
231,"array([3.59172159, 1.98371486])"
232,"array([3.50237287, 2.23811314])"
233,"array([3.48584795, 2.03065345])"
234,"array([3.64742267, 1.89841308])"
235,"array([3.37035504, 2.08778649])"
236,"array([3.34349955, 2.30261573])"
237,"array([3.19548723, 2.07033325])"
238,"array([3.53547313, 2.22584009])"
239,"array([3.30645814, 2.01780232])"
240,"array([3.73809073, 2.0595474 ])"
241,"array([3.44539962, 2.02628878])"
242,"array([3.22956284, 2.10082602])"
243,"array([3.40823528, 2.19185154])"
244,"array([3.33136208, 2.23375591])"
245,"array([3.27266852, 2.17090868])"
246,"array([3.2375788 , 2.17723063])"
247,"array([3.31561268, 2.27564082])"
248,"array([3.29180926, 2.21123369])"
249,"array([3.25649759, 2.20765477])"
250,"array([3.30087395, 2.24297227])"
251,"array([3.57426523, 2.22928182])"
252,"array([3.58139542, 2.31088559])"
253,"array([3.6618109 , 2.43482695])"
254,"array([3.41213747, 2.03717111])"
255,"array([3.59548314, 2.52636123])"
256,"array([3.53318418, 1.48898716])"
257,"array([3.6576342 , 1.70803284])"
258,"array([3.58687834, 1.53116152])"
259,"array([3.58101739, 1.64202229])"
260,"array([3.60172226, 1.72954218])"
261,"array([3.63512927, 1.6105714 ])"
262,"array([3.72327376, 1.49351206])"
263,"array([3.51883769, 1.44387718])"
264,"array([3.66281937, 1.50977443])"
265,"array([3.66005918, 1.41702197])"
266,"array([3.7422231 , 1.45510836])"
267,"array([3.70637279, 1.45549721])"
268,"array([3.67224348, 1.46818855])"
269,"array([3.63487625, 1.45486518])"
270,"array([3.82406596, 1.57336568])"
271,"array([3.41847019, 1.85439523])"
272,"array([3.53345679, 2.15118685])"
273,"array([3.55581065, 2.36277739])"
274,"array([3.35206705, 2.25927266])"
275,"array([3.33545504, 2.05826467])"
276,"array([3.1055603 , 2.23683782])"
277,"array([3.14151579, 2.28106285])"
278,"array([3.1005939 , 2.18359501])"
279,"array([3.16888554, 2.37329575])"
280,"array([2.90646287, 2.40937141])"
281,"array([2.74127031, 2.51085827])"
282,"array([3.41014183, 1.82584499])"
283,"array([3.22879812, 1.8369065 ])"
284,"array([3.85007009, 1.7168346 ])"
285,"array([3.88229568, 1.7998104 ])"
286,"array([3.77649746, 2.29769501])"
287,"array([3.66353117, 2.21396045])"
288,"array([3.91305395, 2.30797774])"
289,"array([3.72201555, 2.47951759])"
290,"array([3.7234541 , 2.25763585])"
291,"array([3.96240908, 2.38045709])"
292,"array([3.78930788, 2.44502552])"
293,"array([3.88532729, 2.40634535])"
294,"array([3.98448666, 2.34595107])"
295,"array([3.82326443, 2.39648702])"
296,"array([3.69338248, 2.23240909])"
297,"array([3.77649727, 2.40540159])"
298,"array([3.74811997, 2.44193246])"
299,"array([3.83327437, 2.42960583])"
300,"array([4.03771097, 1.78369938])"
301,"array([3.85556287, 1.66665373])"
302,"array([3.83916548, 1.53158233])"
303,"array([4.10508775, 1.62044595])"
304,"array([3.76913725, 1.4998321 ])"
305,"array([4.10926356, 1.53491987])"
306,"array([3.88232703, 1.53311789])"
307,"array([3.8678259 , 1.88482769])"
308,"array([3.78971365, 1.44981153])"
309,"array([4.02812017, 1.62421283])"
310,"array([4.06170193, 1.65939179])"
311,"array([3.90796052, 1.44591533])"
312,"array([3.93184289, 1.48948168])"
313,"array([4.11834665, 1.57709425])"
314,"array([4.08312766, 1.56430463])"
315,"array([3.95888106, 1.45942882])"
316,"array([4.076569  , 1.52040965])"
317,"array([3.96830682, 1.51697968])"
318,"array([3.9966649 , 1.48633816])"
319,"array([4.02869674, 1.51605907])"
320,"array([3.99900458, 1.54800184])"
321,"array([4.03643163, 1.56876385])"
322,"array([3.80338736, 1.52469027])"
323,"array([3.51686371, 1.7274278 ])"
324,"array([3.5208529 , 1.75839256])"
325,"array([3.43562335, 2.10586239])"
326,"array([3.40494629, 2.07744626])"
327,"array([3.28779606, 2.05641038])"
328,"array([3.37853486, 2.276794  ])"
329,"array([3.51783514, 2.40941116])"
330,"array([3.4348801 , 2.38944389])"
331,"array([3.2695205 , 2.02943115])"
332,"array([3.62108048, 2.03219725])"
333,"array([3.22650362, 2.13951965])"
334,"array([3.33526124, 2.11296156])"
335,"array([3.49012741, 1.90816647])"
336,"array([3.16398386, 2.04412739])"
337,"array([3.50424454, 2.13148759])"
338,"array([3.19421733, 2.11465611])"
339,"array([3.43387443, 2.06528012])"
340,"array([3.15813113, 2.09700503])"
341,"array([3.46156326, 2.0570995 ])"
342,"array([3.14204331, 2.13804997])"
343,"array([3.25722232, 2.36191004])"
344,"array([3.28993659, 2.37936637])"
345,"array([3.16932921, 2.16758913])"
346,"array([3.45804814, 2.26167334])"
347,"array([3.32828008, 2.41895262])"
348,"array([3.54624459, 2.31995941])"
349,"array([3.66235431, 2.49435655])"
350,"array([3.46024241, 2.33466117])"
351,"array([3.62191877, 1.51346732])"
352,"array([3.49239695, 1.96459036])"
353,"array([3.59176848, 2.03257395])"
354,"array([3.16425609, 1.96965907])"
355,"array([3.58690004, 1.5706523 ])"
356,"array([3.24533057, 1.6328395 ])"
357,"array([3.73001034, 1.85825508])"
358,"array([3.34141547, 1.46967004])"
359,"array([3.07987449, 2.2897129 ])"
360,"array([2.955847  , 2.36133704])"
361,"array([3.37450872, 2.04698825])"
362,"array([3.18167818, 2.00457202])"
363,"array([2.99136054, 2.03729307])"
364,"array([3.79952486, 1.83663917])"
365,"array([3.29492861, 1.49162147])"
366,"array([3.67312648, 1.55937242])"
367,"array([3.18903813, 1.67912739])"
368,"array([3.20080958, 1.90403204])"
369,"array([3.52670577, 1.83200063])"
370,"array([3.72219616, 1.80131541])"
371,"array([3.68546027, 1.80133393])"
372,"array([3.70153567, 1.82988373])"
373,"array([3.75187083, 1.81252831])"
374,"array([2.82427899, 1.8553505 ])"
375,"array([3.00109614, 1.88074622])"
376,"array([3.36235578, 1.99586501])"
377,"array([3.27920314, 1.92401959])"
378,"array([3.48820579, 1.73725871])"
379,"array([3.71390968, 1.56590371])"
380,"array([3.62694893, 1.64845279])"
381,"array([3.26365779, 1.8683059 ])"
382,"array([3.88583144, 1.95531927])"
383,"array([3.98639858, 2.10851275])"
384,"array([3.23896474, 1.92841368])"
385,"array([3.01870551, 1.93666283])"
386,"array([3.25752137, 1.95580069])"
387,"array([3.5458209 , 1.98476907])"
388,"array([3.70583218, 2.42263178])"
389,"array([3.72043241, 2.30054535])"
390,"array([4.08038649, 1.96703295])"
391,"array([3.28486529, 1.31646519])"
392,"array([3.62943552, 2.59193442])"
393,"array([3.50515794, 2.56243363])"
394,"array([3.45929134, 2.54734173])"
395,"array([3.55516288, 2.56546444])"
396,"array([3.62764876, 2.13194394])"
397,"array([3.15634403, 1.80485899])"
398,"array([3.3164387, 1.9091927])"
399,"array([3.42275775, 1.65474782])"
400,"array([3.42701485, 1.99620676])"
401,"array([3.37323211, 1.41695267])"
402,"array([3.65034915, 2.01019687])"
403,"array([3.0982975 , 1.83522344])"
404,"array([3.18063454, 1.84508056])"
405,"array([3.09312774, 1.78934119])"
406,"array([3.52721008, 2.03736591])"
407,"array([3.62617456, 1.92814693])"
408,"array([3.39654776, 1.72001664])"
409,"array([3.31026682, 1.63687201])"
410,"array([3.1240649 , 1.54814336])"
411,"array([3.17803154, 1.54872982])"
412,"array([3.1591985 , 1.58656794])"
413,"array([3.12983999, 1.61710985])"
414,"array([3.01682597, 1.46436645])"
415,"array([2.9857526 , 1.50922343])"
416,"array([3.0992239, 1.5786707])"
417,"array([3.72694261, 2.00532512])"
418,"array([3.96083952, 1.60079176])"
419,"array([4.20078701, 1.60338558])"
420,"array([3.59171364, 1.59832677])"
421,"array([3.73472991, 2.3389315 ])"
422,"array([3.38614452, 2.31234239])"
423,"array([3.83334688, 2.04363389])"
424,"array([3.6306834, 1.9794043])"
425,"array([3.48716265, 1.36867952])"
426,"array([3.4410327 , 1.37090874])"
427,"array([4.28823759, 0.11452896])"
428,"array([4.22302922, 0.14348778])"
429,"array([4.32181673, 0.17743157])"
430,"array([3.53564209, 1.94134919])"
431,"array([3.57732741, 2.08884293])"
432,"array([3.08118254, 2.05166113])"
433,"array([3.81426214, 1.48047427])"
434,"array([3.10131878, 1.74483238])"
435,"array([3.15287176, 1.92288008])"
436,"array([2.95891675, 1.66994426])"
437,"array([3.60739894, 2.08497376])"
438,"array([3.5236486 , 2.11210179])"
439,"array([3.47295244, 2.22507551])"
440,"array([3.67139804, 2.25556123])"
441,"array([3.2252278 , 1.87651276])"
442,"array([3.28935924, 2.33104511])"
443,"array([3.28320218, 2.27509883])"
444,"array([4.1715492 , 1.78411732])"
445,"array([3.2806898 , 1.64630251])"
446,"array([3.41810982, 1.24137744])"
447,"array([3.21098395, 1.52328261])"
448,"array([3.46984438, 1.5185874 ])"
449,"array([3.80231304, 2.26932971])"
450,"array([3.7389589 , 1.71805229])"
451,"array([3.46499357, 2.29662893])"
452,"array([3.62161631, 1.55476372])"
453,"array([3.81576799, 1.70361628])"
454,"array([3.03674449, 2.40602431])"
455,"array([2.94738221, 2.44611601])"
456,"array([3.37290903, 1.8833511 ])"
457,"array([3.4244378 , 1.88643787])"
458,"array([3.15318708, 1.87586913])"
459,"array([3.87448253, 2.21415922])"
460,"array([3.64174678, 1.95239755])"
461,"array([3.49080382, 1.54380031])"
462,"array([4.06898143, 1.83334754])"
463,"array([3.10932873, 1.32434546])"
464,"array([3.22330141, 1.46742735])"
465,"array([3.35449159, 1.25259035])"
466,"array([3.44393874, 1.43156681])"
467,"array([3.71417399, 1.27590973])"
468,"array([3.76507186, 1.88778885])"
469,"array([3.42425856, 2.34193035])"
470,"array([3.34629163, 1.77925431])"
471,"array([4.27009808, 1.57597939])"
472,"array([4.36272772, 1.50885006])"
473,"array([4.38302919, 1.55954537])"
474,"array([3.84936629, 1.91076456])"
475,"array([4.11067739, 1.88219357])"
476,"array([4.00854314, 1.90511511])"
477,"array([3.55462521, 1.30453587])"
478,"array([3.45188237, 2.18995695])"
479,"array([3.0339008 , 0.15636289])"
480,"array([3.04804353, 0.08727861])"
481,"array([2.9633154 , 0.14597969])"
482,"array([1.96076662, 0.93374771])"
483,"array([1.92705685, 0.99564598])"
484,"array([3.35191687, 1.90926474])"
485,"array([5.06666379, 3.05165187])"
486,"array([5.0254774 , 3.10446215])"
487,"array([3.49532334, 2.26979455])"
488,"array([3.07124354, 2.11795918])"
489,"array([2.88068985, 2.11531253])"
490,"array([3.51611408, 1.57807848])"
491,"array([3.61074077, 1.31470835])"
492,"array([3.75009908, 2.29810486])"
493,"array([3.17296762, 1.70743222])"
494,"array([3.37984066, 1.92755108])"
495,"array([3.77600633, 1.94831655])"
496,"array([3.83289488, 1.88191659])"
497,"array([3.97202598, 2.25819108])"
498,"array([3.31238571, 2.08439412])"
499,"array([3.50575223, 2.20583249])"
500,"array([3.46584271, 1.95432324])"
501,"array([3.8222124 , 2.00297936])"
502,"array([3.77949483, 1.6985926 ])"
503,"array([3.6791847 , 1.76922561])"
504,"array([3.71134921, 1.91757825])"
505,"array([3.5997098 , 1.95111535])"
506,"array([3.26139443, 2.30857872])"
507,"array([3.94753676, 1.88954933])"
508,"array([3.59994896, 2.20016806])"
509,"array([3.55216993, 2.10988928])"
510,"array([3.62160016, 1.38182123])"
511,"array([3.54538931, 2.19467203])"
512,"array([3.87350369, 2.15231248])"
513,"array([3.33337674, 2.34663608])"
514,"array([3.2685036 , 2.53780468])"
515,"array([3.65157164, 2.14950265])"
516,"array([3.5903314 , 1.87679536])"
517,"array([3.92636546, 2.4258104 ])"
518,"array([3.58145002, 1.85150107])"
519,"array([2.48985159, 0.36807237])"
520,"array([2.43390689, 0.4133356 ])"
521,"array([3.9076964 , 2.11450799])"
522,"array([4.11098764, 2.21862471])"
523,"array([4.03940286, 2.09254318])"
