# index, label, _pos
1020,327199_w,"array([ 5.32711853, -5.6145336 ])"
1021,346290_w,"array([ 6.56522931, -5.15484466])"
1022,373822_w,"array([ 5.36107251, -4.85844429])"
1023,374462_w,"array([ 4.93470011, -6.22928081])"
1024,39134_w,"array([ 4.75625053, -6.10124671])"
1025,424739_w,"array([ 4.94010213, -5.95249266])"
1026,434325_w,"array([ 5.00362258, -5.55632255])"
1027,449452_w,"array([ 5.21727006, -6.06131298])"
1028,453809_w,"array([ 5.89504485, -5.90010592])"
1029,472281_w,"array([ 6.21004927, -6.59320671])"
1030,490001_w,"array([ 5.09218879, -5.95918405])"
1031,569441_w,"array([ 5.12967871, -5.80936327])"
1032,581875_w,"array([ 5.61541331, -5.70530783])"
1033,588552_w,"array([ 5.829383  , -4.98678297])"
1034,588884_w,"array([ 4.99385531, -5.81809941])"
1035,591964_w,"array([ 4.62340279, -5.7384955 ])"
1036,592576_w,"array([ 5.50885967, -5.85424466])"
1037,612247_w,"array([ 4.85454878, -5.56660905])"
1038,679487_w,"array([ 4.59218136, -6.0583112 ])"
1039,81773_w,"array([ 5.36432703, -5.80888683])"
1040,89712_w,"array([ 5.8926056 , -5.13288769])"
1041,54103_i,"array([ 4.23030784, -6.93436604])"
1042,54253_i,"array([ 4.29138798, -7.2647384 ])"
1043,53675_w,"array([ 3.44840245, -6.96772387])"
1044,54507_i,"array([ 5.05116489, -6.10631897])"
1045,43458_w,"array([ 4.30332772, -5.64383904])"
1046,54812_i,"array([ 4.19168965, -8.04598701])"
1047,574632_w,"array([ 3.80293894, -8.95770048])"
1048,55040_i,"array([ 5.39017726, -4.6998696 ])"
1049,55473_i,"array([ 4.86192485, -7.68937508])"
1050,56147_i,"array([ 4.96588463, -7.84883154])"
1051,271729_w,"array([ 5.06648912, -8.7273854 ])"
1052,56259_i,"array([-4.71395361, -7.82951203])"
1053,255284_w,"array([-4.73627589, -7.59136317])"
1054,56311_i,"array([ 4.72343239, -7.85685304])"
1055,56422_i,"array([ 4.43617004, -7.76646673])"
1056,56556_i,"array([ 6.05003838, -5.01370248])"
1057,253171_w,"array([ 5.89516265, -4.42345316])"
1058,280306_w,"array([ 5.71157055, -4.42293887])"
1059,307738_w,"array([ 4.97438351, -4.31332033])"
1060,404919_w,"array([ 5.8349807 , -4.57800689])"
1061,56580_i,"array([ 3.66169827, -5.38410139])"
1062,56692_i,"array([ 3.98077508, -7.70985845])"
1063,241218_w,"array([ 3.5870438 , -8.12557831])"
1064,536463_w,"array([ 3.58599063, -8.27681981])"
1065,56748_i,"array([-1.42848186,  2.10475168])"
1066,321877_w,"array([-1.37058479,  2.34130683])"
1067,56860_i,"array([ 5.11181478, -6.37888449])"
1068,10352_w,"array([ 5.63002576, -5.52444094])"
1069,277291_w,"array([ 4.33656138, -6.02520752])"
1070,605518_w,"array([ 4.4215383 , -6.16065716])"
1071,57080_i,"array([ -1.045721  , -12.74328838])"
1072,308221_w,"array([ -1.11448136, -12.97516277])"
1073,57268_i,"array([ 3.72667667, -2.64888395])"
1074,231121_w,"array([ 3.39768195, -2.24617255])"
1075,57405_i,"array([ 9.0813867 , -4.57047886])"
1076,138226_w,"array([ 9.25793974, -3.92895792])"
1077,269760_w,"array([ 8.84326565, -4.35271261])"
1078,322312_w,"array([ 9.41007086, -4.05764156])"
1079,322392_w,"array([ 9.57163142, -4.23385746])"
1080,326129_w,"array([ 9.70865093, -4.35217815])"
1081,617340_w,"array([ 9.58857745, -4.03328994])"
1082,57451_i,"array([ 4.26201887, -7.94526497])"
1083,314322_w,"array([ 3.70521146, -8.57247142])"
1084,57670_i,"array([ 6.13357981, -5.40592445])"
1085,212488_w,"array([ 6.29777461, -4.9983299 ])"
1086,264318_w,"array([ 6.30081691, -4.80795809])"
1087,305181_w,"array([ 6.17596032, -4.88312543])"
1088,461966_w,"array([ 5.77240194, -5.21028398])"
1089,57807_i,"array([-4.53896015, -2.75885548])"
1090,322064_w,"array([-4.26799635, -2.68121599])"
1091,322146_w,"array([-4.60170533, -2.48208163])"
1092,322228_w,"array([-4.46114663, -3.03054336])"
1093,324712_w,"array([-4.81126917, -2.84324199])"
1094,57953_i,"array([ 7.60240939, -6.09005144])"
1095,58097_i,"array([ 6.75456298, -1.92645127])"
1096,23051_w,"array([ 6.7015074, -2.9098402])"
1097,312840_w,"array([ 6.71409487, -1.41430027])"
1098,312918_w,"array([ 6.88257091, -1.31629867])"
1099,58142_i,"array([ 4.99420496, -7.55655973])"
1100,258836_w,"array([ 5.2758812 , -8.24960912])"
1101,58166_i,"array([ 7.50542498, -8.15084708])"
1102,58210_i,"array([-4.373596  , -9.21083876])"
1103,307393_w,"array([-4.3002958 , -8.96612799])"
1104,312329_w,"array([-4.44109762, -9.45237334])"
1105,58257_i,"array([ -2.57014381, -11.341091  ])"
1106,308723_w,"array([ -2.649441  , -11.61510798])"
1107,58305_i,"array([ 6.87904359, -2.74300105])"
1108,58351_i,"array([ 4.15592153, -8.11621496])"
1109,47442_w,"array([ 3.5064003 , -8.87437499])"
1110,585158_w,"array([ 3.65259707, -8.94509927])"
1111,58397_i,"array([-4.5924996 , -5.01310736])"
1112,240637_w,"array([-4.83521123, -4.97932816])"
1113,58442_i,"array([ 3.98094692, -7.45670382])"
1114,241776_w,"array([ 3.04467507, -7.62466944])"
1115,320400_w,"array([ 3.20167215, -7.83823409])"
1116,320481_w,"array([ 3.01753468, -7.48195317])"
1117,470094_w,"array([ 3.59145982, -7.76371007])"
1118,58486_i,"array([ 4.60460077, -8.22847558])"
1119,249029_w,"array([ 4.49124313, -9.17441463])"
1120,58534_i,"array([ 5.667706  , -4.06922509])"
1121,58581_i,"array([ 6.60113663, -4.87114935])"
1122,58629_i,"array([-3.81752197, -5.34415286])"
1123,326854_w,"array([-3.7264542 , -5.12456211])"
1124,58652_i,"array([ 4.73393458, -6.4494857 ])"
1125,374366_w,"array([ 4.10416277, -5.9570877 ])"
1126,414906_w,"array([ 3.99462784, -6.07063508])"
1127,59130_i,"array([ 5.82865172, -0.86541612])"
1128,108179_w,"array([ 5.75604995, -0.4974363 ])"
1129,278145_w,"array([ 5.74245222, -0.28144571])"
1130,278748_w,"array([ 5.52197953, -0.4452855 ])"
1131,279356_w,"array([ 5.51446237, -1.64021579])"
1132,387842_w,"array([ 5.98377497, -0.38984778])"
1133,558315_w,"array([ 6.39146571, -1.4721003 ])"
1134,59506_i,"array([ 6.63746264, -5.93369303])"
1135,560384_w,"array([ 7.329963  , -6.24768944])"
1136,59550_i,"array([ 3.47748281, -2.85361013])"
1137,59594_i,"array([ 4.83164975, -5.21893317])"
1138,59668_i,"array([ 2.04831471, -2.03130228])"
1139,313323_w,"array([ 1.83626333, -1.68640126])"
1140,59715_i,"array([6.57610738, 3.65104444])"
1141,589494_w,"array([6.62068845, 3.88818948])"
1142,59808_i,"array([15.15551438, -4.44469018])"
1143,49043_w,"array([15.39512602, -4.41371599])"
1144,60038_i,"array([ 5.51311654, -5.37193382])"
1145,458730_w,"array([ 5.12495345, -5.06584805])"
1146,60080_i,"array([ 3.96721367, -3.58395231])"
1147,153822_w,"array([ 3.25875338, -3.22625799])"
1148,60102_i,"array([ 6.07762728, -5.53736271])"
1149,281405_w,"array([ 5.95651349, -5.32760052])"
1150,463597_w,"array([ 5.85849252, -5.45381509])"
1151,484110_w,"array([ 6.17646722, -5.26513192])"
1152,601_i,"array([ 6.82651757, -8.9207225 ])"
1153,60394_i,"array([ 6.84049852, -4.89235635])"
1154,60496_i,"array([ 4.23195804, -7.20607448])"
1155,60621_i,"array([ 7.88928594, -4.87346738])"
1156,277895_w,"array([ 8.51375148, -4.86623638])"
1157,421344_w,"array([ 8.67314158, -4.91811167])"
1158,61092_i,"array([  3.22706617, -14.82433861])"
1159,320562_w,"array([  3.46987311, -14.83969336])"
1160,61144_i,"array([-1.01439818, -0.68853944])"
1161,240985_w,"array([-1.24779533, -0.90396316])"
1162,325862_w,"array([-1.40565778, -0.69325663])"
1163,325943_w,"array([-1.32716297, -0.4511973 ])"
1164,326022_w,"array([-1.07896351, -0.37256521])"
1165,61167_i,"array([ 5.32664947, -2.70486483])"
1166,230964_w,"array([ 4.87074592, -2.29361549])"
1167,298914_w,"array([ 4.95932177, -2.12145029])"
1168,34354_w,"array([ 5.14259868, -2.17677799])"
1169,61319_i,"array([ 4.50449975, -4.56823602])"
1170,307314_w,"array([ 4.04701325, -4.13833446])"
1171,61421_i,"array([ 6.08705545, -4.73844876])"
1172,45152_w,"array([ 5.879253  , -4.16297212])"
1173,61627_i,"array([ 4.70659303, -7.72935369])"
1174,324203_w,"array([ 4.61924815, -8.68648972])"
1175,61702_i,"array([ 7.1260094 , -6.67092595])"
1176,226736_w,"array([ 7.92157523, -6.98497004])"
1177,324955_w,"array([ 7.87280339, -6.83755559])"
1178,37942_w,"array([ 7.76184311, -6.98368415])"
1179,385292_w,"array([ 6.97486921, -5.33232068])"
1180,481416_w,"array([ 7.72956176, -6.79592819])"
1181,61726_i,"array([ 7.02210171, -5.49433547])"
1182,62193_i,"array([2.56922277, 1.61610981])"
1183,62243_i,"array([  3.82631692, -15.69727289])"
1184,591023_w,"array([  3.58783982, -15.72851638])"
1185,62321_i,"array([ 2.73708502, -3.02743556])"
1186,62428_i,"array([  6.55254207, -12.09911013])"
1187,22045_w,"array([  6.47948919, -11.52822982])"
1188,556407_w,"array([  6.60188695, -12.50314984])"
1189,62743_i,"array([-4.57059318, -6.28512804])"
1190,323295_w,"array([-4.85427553, -6.27160045])"
1191,323375_w,"array([-4.28788356, -6.29554485])"
1192,323454_w,"array([-4.56091694, -6.00504454])"
1193,571032_w,"array([-4.57931743, -6.56476841])"
1194,627_i,"array([ 5.6638206 , -6.55501029])"
1195,246360_w,"array([ 5.5627509 , -6.24669334])"
1196,305983_w,"array([ 7.08228666, -5.59755355])"
1197,323215_w,"array([ 5.70417098, -6.32576971])"
1198,91022_w,"array([ 5.36306635, -6.51134518])"
1199,62820_i,"array([ 2.91108714, -5.45760991])"
1200,114997_w,"array([ 2.38418203, -5.63497427])"
1201,135148_w,"array([ 2.24236149, -5.48527164])"
1202,155674_w,"array([ 2.46238889, -5.40501118])"
1203,268671_w,"array([ 2.44170464, -5.16582101])"
1204,314077_w,"array([ 2.26782113, -5.27353913])"
1205,62925_i,"array([ 3.94392468, -7.79390477])"
1206,244723_w,"array([ 3.09629279, -8.0966898 ])"
1207,62978_i,"array([ 4.35949336, -7.05566474])"
1208,35321_w,"array([ 3.5701793 , -6.58512263])"
1209,55296_w,"array([ 3.69744409, -6.50623449])"
1210,63184_i,"array([ 2.05560222, -2.44813165])"
1211,304840_w,"array([ 1.74179182, -2.09315125])"
1212,316950_w,"array([ 1.66550498, -2.5626718 ])"
1213,586372_w,"array([ 1.79266158, -2.31659626])"
1214,588243_w,"array([ 1.56145429, -2.32185005])"
1215,63523_i,"array([ 6.8284049 , -9.40778322])"
1216,63835_i,"array([ 5.58281865, -5.25926163])"
1217,63888_i,"array([2.60457792, 1.3571494 ])"
1218,63912_i,"array([ 7.26864675, -4.55866489])"
1219,18548_w,"array([ 7.57438488, -3.87508193])"
1220,547370_w,"array([ 7.74215287, -4.16543856])"
1221,696294_w,"array([ 7.64694866, -4.03734006])"
1222,64070_i,"array([ 4.73199645, -7.35300866])"
1223,64121_i,"array([10.03837974, -9.62063137])"
1224,247092_w,"array([10.35539384, -9.89094191])"
1225,64227_i,"array([ -3.26441912, -10.17023113])"
1226,596860_w,"array([ -3.54069171, -10.07024365])"
1227,64279_i,"array([1.45202848, 2.68813127])"
1228,64383_i,"array([  1.5717109 , -14.22524936])"
1229,33166_w,"array([  1.55251345, -14.46585934])"
1230,64463_i,"array([ 6.17764435, -5.12621404])"
1231,311488_w,"array([ 6.20915053, -4.61322934])"
1232,39843_w,"array([ 6.01251038, -4.58088295])"
1233,51855_w,"array([ 6.36830617, -4.60507047])"
1234,64517_i,"array([ 5.13657506, -7.51569135])"
1235,64676_i,"array([ 3.92760173, -7.22097907])"
1236,246072_w,"array([ 3.11168513, -6.76512011])"
1237,610368_w,"array([ 3.06573126, -6.93664329])"
1238,6471_i,"array([ 5.4261554 , -7.79068344])"
1239,154222_w,"array([ 5.24358596, -8.64361688])"
1240,236006_w,"array([ 5.32337737, -8.77395337])"
1241,303181_w,"array([ 5.33784872, -8.52699584])"
1242,313669_w,"array([ 5.44770734, -8.64274882])"
1243,317873_w,"array([ 5.48376585, -8.78297266])"
1244,451625_w,"array([ 5.47860345, -8.49099095])"
1245,64886_i,"array([14.32534898, -9.7963085 ])"
1246,230159_w,"array([14.47902552, -9.60704092])"
1247,64937_i,"array([ 4.06144783, -7.43716938])"
1248,64989_i,"array([-3.07026299, -6.87381849])"
1249,307551_w,"array([-3.29519364, -6.78931652])"
1250,65012_i,"array([ 7.51198011, -5.40759133])"
1251,115785_w,"array([ 8.28166574, -5.33018801])"
1252,223074_w,"array([ 7.17482466, -4.67594866])"
1253,238417_w,"array([ 8.16013545, -5.70549499])"
1254,253760_w,"array([ 8.33646966, -5.188169  ])"
1255,259272_w,"array([ 8.01477978, -5.26768021])"
1256,266826_w,"array([ 8.18808404, -5.54845436])"
1257,271987_w,"array([ 8.11963417, -5.00983855])"
1258,301000_w,"array([ 8.25882366, -5.0677191 ])"
1259,303762_w,"array([ 8.02850578, -5.4252453 ])"
1260,304918_w,"array([ 8.16083843, -5.38819674])"
1261,305157_w,"array([ 8.02641799, -5.11007489])"
1262,315677_w,"array([ 8.04507134, -5.60097815])"
1263,318709_w,"array([ 8.32263443, -5.49557014])"
1264,355169_w,"array([ 7.71165531, -5.56783134])"
1265,444998_w,"array([ 7.70608394, -5.42268855])"
1266,608694_w,"array([ 8.16502388, -5.2120735 ])"
1267,65115_i,"array([ 4.29815103, -7.67500596])"
1268,65220_i,"array([ 4.02715981, -8.07565021])"
1269,65321_i,"array([ 4.27501739, -8.13269489])"
1270,65607_i,"array([ 4.26836829, -7.33742002])"
1271,65972_i,"array([ 4.11257305, -7.83564369])"
1272,66022_i,"array([ 9.96931629, -9.36100016])"
1273,66099_i,"array([ 8.21410377, -6.64980221])"
1274,38422_w,"array([ 8.79845793, -7.11983119])"
1275,565409_w,"array([ 8.92482274, -6.930279  ])"
1276,66838_i,"array([ 3.46657334, -6.00448806])"
1277,67162_i,"array([ 7.50645748, -5.7747303 ])"
1278,436053_w,"array([ 8.05295791, -5.85266069])"
1279,67239_i,"array([ 4.28398276, -7.79916482])"
1280,67650_i,"array([ 11.82706037, -13.40333361])"
1281,291122_w,"array([ 11.63393739, -13.54986983])"
1282,67728_i,"array([4.52782364, 4.65490888])"
1283,42979_w,"array([4.3749085 , 4.47049031])"
1284,67881_i,"array([ 1.26603333, -1.16798393])"
1285,68267_i,"array([ 7.78074306, -3.5359271 ])"
1286,69485_i,"array([ 5.39634615, -4.99394688])"
1287,69526_i,"array([1.60433757, 2.96082378])"
1288,319357_w,"array([1.44209389, 3.24849896])"
1289,69609_i,"array([ 4.57212974, -8.00477114])"
1290,69920_i,"array([9.83693249, 3.1170666 ])"
1291,306411_w,"array([9.58165706, 3.20382649])"
1292,323053_w,"array([9.90705822, 2.85438453])"
1293,349463_w,"array([10.02799114,  3.30633467])"
1294,70349_i,"array([ 5.12962278, -3.97555711])"
1295,208237_w,"array([ 4.55368932, -3.55629974])"
1296,238496_w,"array([ 5.61849261, -3.87394381])"
1297,255153_w,"array([ 4.52155093, -3.89451862])"
1298,300041_w,"array([ 4.48615864, -3.72049959])"
1299,519943_w,"array([ 5.91806344, -3.49837009])"
1300,70430_i,"array([ 0.64556495, -1.59776352])"
1301,266333_w,"array([ 0.38928779, -1.43389775])"
1302,266413_w,"array([ 0.39366366, -1.82845384])"
1303,315922_w,"array([ 0.22732756, -1.63934543])"
1304,70768_i,"array([ 5.62530504, -2.40255576])"
1305,258539_w,"array([ 5.11788742, -2.57898184])"
1306,267668_w,"array([ 5.43428676, -1.99919658])"
1307,302485_w,"array([ 6.09530955, -3.16691514])"
1308,314159_w,"array([ 6.18549057, -3.06206013])"
1309,339834_w,"array([ 5.22113294, -1.92668955])"
1310,350723_w,"array([ 5.6909375 , -1.82748568])"
1311,357690_w,"array([ 5.51586852, -1.83456471])"
1312,455996_w,"array([ 5.32622348, -1.77307937])"
1313,477643_w,"array([ 5.6972112, -2.8683586])"
1314,618902_w,"array([ 5.54524173, -2.92478694])"
1315,621751_w,"array([ 5.52765772, -2.79276322])"
1316,6748_w,"array([ 5.38636499, -2.8604193 ])"
1317,70808_i,"array([ 6.77220359, -8.07790941])"
1318,242467_w,"array([ 7.46972828, -8.65634114])"
1319,305261_w,"array([ 7.37939918, -8.82771422])"
1320,305341_w,"array([ 7.50488238, -8.48814759])"
1321,426427_w,"array([ 7.22534023, -8.94421565])"
1322,427574_w,"array([ 7.21433204, -8.78557696])"
1323,429836_w,"array([ 7.32320238, -8.64914808])"
1324,70848_i,"array([ 6.52225602, -7.38360832])"
1325,70967_i,"array([ 4.49475271, -7.99200793])"
1326,327040_w,"array([ 4.15139966, -8.82217273])"
1327,627976_w,"array([ 3.98979558, -8.74215061])"
1328,71007_i,"array([ 4.27672821, -7.14783176])"
1329,71115_i,"array([ 4.6954731 , -6.75085987])"
1330,71469_i,"array([ 4.3039003 , -6.87184499])"
1331,244022_w,"array([ 3.54698836, -6.3612851 ])"
1332,244093_w,"array([ 3.70385674, -6.27871576])"
1333,71611_i,"array([ 4.34214048, -7.22349371])"
1334,71691_i,"array([ 4.58693101, -7.93055156])"
1335,71936_i,"array([ 6.04937513, -2.8271949 ])"
1336,334739_w,"array([ 6.05827881, -3.39789565])"
1337,72017_i,"array([ 4.20176082, -7.79554206])"
1338,72055_i,"array([ 4.46563046, -6.98809779])"
1339,72093_i,"array([ 4.37320449, -7.82935492])"
1340,72134_i,"array([ 4.85442527, -8.04744894])"
1341,72174_i,"array([ 4.34505056, -7.74996593])"
1342,72213_i,"array([ 4.92510582, -7.72736162])"
1343,72252_i,"array([ 4.90393454, -7.90555693])"
1344,72434_i,"array([ 4.57668141, -7.82746995])"
1345,72474_i,"array([ 4.85116755, -7.50059996])"
1346,7248_i,"array([ 1.67605358, -4.23812774])"
1347,305502_w,"array([ 1.42095904, -3.84155986])"
1348,305582_w,"array([ 2.39421139, -4.49935415])"
1349,305663_w,"array([ 1.38965414, -4.0732244 ])"
1350,450532_w,"array([ 1.1838691 , -3.99863644])"
1351,597454_w,"array([ 1.25041914, -4.268416  ])"
1352,72593_i,"array([ 5.065044  , -7.45582262])"
1353,72633_i,"array([ 4.04160777, -7.59098735])"
1354,72712_i,"array([ 4.3257166 , -7.88354549])"
1355,72752_i,"array([ 4.63755966, -7.23519597])"
1356,539970_w,"array([ 4.96314609, -7.06674116])"
1357,72817_i,"array([ 4.79933529, -7.39283311])"
1358,72937_i,"array([ 4.519778  , -7.09282772])"
1359,72977_i,"array([ 4.7993358 , -7.27062286])"
1360,73055_i,"array([ 4.74183925, -7.21720594])"
1361,73094_i,"array([ 4.88664253, -7.22221631])"
1362,73134_i,"array([ 4.63474545, -7.07635619])"
1363,73174_i,"array([ 4.95393983, -7.45477585])"
1364,73278_i,"array([ 4.70301689, -7.63653474])"
1365,73315_i,"array([ 4.52229536, -7.19306338])"
1366,73355_i,"array([ 4.71492521, -7.12562255])"
1367,73616_i,"array([ 8.08861298, -5.99697809])"
1368,145837_w,"array([ 8.93591615, -6.53015129])"
1369,146243_w,"array([ 8.973582  , -5.91811119])"
1370,146446_w,"array([ 8.97183702, -6.08611301])"
1371,159532_w,"array([ 9.10130777, -6.17063985])"
1372,169940_w,"array([ 9.10234852, -5.98801454])"
1373,238167_w,"array([ 8.60821061, -6.29828773])"
1374,248957_w,"array([ 8.7079036 , -5.55125455])"
1375,250567_w,"array([ 8.77828946, -6.30743701])"
1376,268856_w,"array([ 9.04901965, -6.36740384])"
1377,297200_w,"array([ 8.45373324, -5.92195526])"
1378,302781_w,"array([ 9.03378933, -5.7868784 ])"
1379,306091_w,"array([ 8.67567618, -6.43055553])"
1380,306732_w,"array([ 8.56856158, -5.61905688])"
1381,306914_w,"array([ 8.47241654, -5.74292657])"
1382,309048_w,"array([ 8.34924104, -6.43984394])"
1383,309127_w,"array([ 8.30885369, -6.25964545])"
1384,309208_w,"array([ 8.78611617, -6.50745622])"
1385,309289_w,"array([ 8.61360451, -5.80570786])"
1386,309392_w,"array([ 8.58489227, -5.98485452])"
1387,309476_w,"array([ 8.72331665, -6.04863262])"
1388,309556_w,"array([ 8.46455912, -6.27825866])"
1389,309638_w,"array([ 8.51620441, -6.4404391 ])"
1390,309718_w,"array([ 8.86036194, -5.56066591])"
1391,309799_w,"array([ 8.72337128, -5.89636315])"
1392,309881_w,"array([ 8.85453882, -5.99538111])"
1393,310952_w,"array([ 8.54628677, -6.13627559])"
1394,311083_w,"array([ 8.91261611, -5.69037266])"
1395,314757_w,"array([ 8.88872955, -6.3786265 ])"
1396,318115_w,"array([ 8.54055239, -6.71266797])"
1397,318200_w,"array([ 8.96506128, -6.24259791])"
1398,318281_w,"array([ 8.60805716, -6.56845658])"
1399,320644_w,"array([ 8.69629444, -6.18062521])"
1400,322550_w,"array([ 8.84674883, -5.82548945])"
1401,325700_w,"array([ 8.74380827, -6.64985247])"
1402,38895_w,"array([ 8.4256703 , -6.59346091])"
1403,463059_w,"array([ 8.39098561, -6.08842072])"
1404,468475_w,"array([ 8.73809996, -5.71254604])"
1405,486233_w,"array([ 8.84713933, -6.16229969])"
1406,73733_i,"array([ 9.28554518, -5.02716487])"
1407,196033_w,"array([ 9.93415156, -5.05379689])"
1408,315514_w,"array([ 9.88115226, -4.80708038])"
1409,73773_i,"array([-2.07951352,  0.7267071 ])"
1410,303261_w,"array([-2.30984147,  0.61891573])"
1411,305077_w,"array([-1.85135943,  0.84597647])"
1412,74034_i,"array([ 5.57651607, -7.54647055])"
1413,78932_w,"array([ 5.63998064, -8.32117307])"
1414,74073_i,"array([ 6.35785407, -8.75850759])"
1415,74110_i,"array([  4.94373554, -15.44203023])"
1416,34592_w,"array([  5.19693134, -15.47876625])"
1417,74150_i,"array([ 8.18133783, -6.97102803])"
1418,74188_i,"array([ 4.57222851, -1.7413208 ])"
1419,297728_w,"array([ 4.64698916, -1.25427537])"
1420,297797_w,"array([ 4.10920939, -1.37691932])"
1421,297871_w,"array([ 4.50397597, -1.40991133])"
1422,297945_w,"array([ 4.21239682, -1.57613548])"
1423,298021_w,"array([ 4.25212309, -1.17106258])"
1424,298094_w,"array([ 4.31340371, -1.35952841])"
1425,298166_w,"array([ 4.45878499, -1.14172237])"
1426,298262_w,"array([ 4.95008039, -2.65155321])"
1427,74265_i,"array([ 7.18549233, -5.08040558])"
1428,210226_w,"array([ 7.6654926 , -4.91134018])"
1429,301811_w,"array([ 7.61621006, -4.67340759])"
1430,301881_w,"array([ 7.78184763, -5.25004099])"
1431,307473_w,"array([ 7.79783975, -4.98566331])"
1432,381354_w,"array([ 7.73530928, -4.78119906])"
1433,481921_w,"array([ 7.41314686, -4.71048415])"
1434,522101_w,"array([ 6.88309797, -4.48169088])"
1435,601940_w,"array([ 6.97080673, -4.33546048])"
1436,629031_w,"array([ 7.47424997, -4.5753418 ])"
1437,742_i,"array([ 7.43187187, -6.07191192])"
1438,610101_w,"array([ 8.0647914 , -6.21053995])"
1439,74305_i,"array([ 5.05377605, -1.44298885])"
1440,228691_w,"array([ 4.81679322, -0.98506282])"
1441,270496_w,"array([ 5.12925025, -0.99094046])"
1442,296383_w,"array([ 5.26737903, -2.46395978])"
1443,315351_w,"array([ 4.97092458, -0.85111982])"
1444,74445_i,"array([10.46295451, -1.34419926])"
1445,74562_i,"array([ 5.61430959, -4.87751387])"
1446,75060_i,"array([5.2890169 , 3.92563224])"
1447,230471_w,"array([5.46106583, 3.7518279 ])"
1448,75177_i,"array([ 3.98091116, -7.89233679])"
1449,309962_w,"array([ 3.2821944 , -8.48060012])"
1450,75281_i,"array([2.09053786, 1.15455346])"
1451,75474_i,"array([ 4.930983  , -7.30992099])"
1452,75553_i,"array([ 4.1538397 , -7.63787731])"
1453,75670_i,"array([ 4.52713725, -4.77462155])"
1454,75886_i,"array([ 4.19857618, -2.3333373 ])"
1455,306811_w,"array([ 3.82376874, -2.01990334])"
1456,75965_i,"array([ 10.40998985, -14.14993416])"
1457,314241_w,"array([ 10.57197958, -13.9675888 ])"
1458,76112_i,"array([ 6.63579852, -4.09569461])"
1459,123298_w,"array([ 6.6569077 , -3.52104207])"
1460,185762_w,"array([ 7.19455725, -3.59715206])"
1461,200272_w,"array([ 7.18721659, -3.38797053])"
1462,203292_w,"array([ 6.46339509, -3.79347296])"
1463,20361_w,"array([ 6.19555982, -3.76998386])"
1464,206147_w,"array([ 6.90624591, -3.36337445])"
1465,213464_w,"array([ 6.20321118, -3.94505817])"
1466,218643_w,"array([ 6.03381822, -3.85581786])"
1467,233004_w,"array([ 6.23393398, -3.44166109])"
1468,244163_w,"array([ 6.82637585, -3.22310934])"
1469,255009_w,"array([ 7.29164693, -3.72030423])"
1470,267788_w,"array([ 6.80700977, -4.03543995])"
1471,270756_w,"array([ 7.22939528, -3.99499355])"
1472,275659_w,"array([ 6.58008296, -3.8875399 ])"
1473,277111_w,"array([ 7.31094269, -3.8618799 ])"
1474,277607_w,"array([ 6.73891132, -3.89800118])"
1475,286191_w,"array([ 7.78085402, -3.92711008])"
1476,300328_w,"array([ 6.80565925, -3.4919471 ])"
1477,306169_w,"array([ 6.9852713 , -3.22272779])"
1478,308141_w,"array([ 7.04479813, -3.64150147])"
1479,31007_w,"array([ 7.08367433, -3.50141152])"
1480,310227_w,"array([ 6.70446721, -3.75153405])"
1481,310306_w,"array([ 6.99826786, -3.78995752])"
1482,310386_w,"array([ 6.3213057, -4.062332 ])"
1483,310464_w,"array([ 7.15043526, -3.75110216])"
1484,310546_w,"array([ 7.05455464, -4.03231203])"
1485,310629_w,"array([ 6.37888272, -3.55971921])"
1486,310711_w,"array([ 6.0474731 , -3.70646496])"
1487,310792_w,"array([ 6.7553367, -3.6207291])"
1488,310872_w,"array([ 6.46927588, -3.99878105])"
1489,312410_w,"array([ 7.11316336, -3.88841407])"
1490,313587_w,"array([ 6.51116982, -3.59689545])"
1491,315839_w,"array([ 6.12018974, -3.57057763])"
1492,317030_w,"array([ 6.3503974 , -3.70860316])"
1493,320053_w,"array([ 6.57763637, -3.70122658])"
1494,320133_w,"array([ 6.32404439, -3.297316  ])"
1495,323883_w,"array([ 6.89614733, -3.63642369])"
1496,325033_w,"array([ 6.39158813, -3.4167523 ])"
1497,325114_w,"array([ 6.85286901, -3.78121477])"
1498,350100_w,"array([ 6.52219106, -3.45396256])"
1499,403192_w,"array([ 6.25022172, -3.61235592])"
1500,408346_w,"array([ 6.49669439, -3.28498255])"
1501,410600_w,"array([ 6.08260159, -4.02402309])"
1502,4157_w,"array([ 7.04890043, -3.34827395])"
1503,467957_w,"array([ 7.29667229, -3.49015972])"
1504,524267_w,"array([ 6.9459819 , -3.50092641])"
1505,596564_w,"array([ 6.75644295, -3.35930861])"
1506,602240_w,"array([ 7.38320479, -3.62112666])"
1507,619672_w,"array([ 6.66701789, -3.22129932])"
1508,97217_w,"array([ 6.33573086, -3.87847277])"
1509,76217_i,"array([  3.36124542, -10.02049413])"
1510,264136_w,"array([  3.09950162, -10.45378017])"
1511,76536_i,"array([ 6.89662116, -2.26511442])"
1512,299826_w,"array([ 6.86030426, -1.70377246])"
1513,303844_w,"array([ 7.07843509, -1.79813587])"
1514,76562_i,"array([ 8.50920192, -3.41855166])"
1515,301977_w,"array([ 8.98480288, -3.10668839])"
1516,76876_i,"array([ 4.94267911, -8.02945582])"
1517,269301_w,"array([ 5.08767395, -8.93734487])"
