# index, label, _pos
504,32693_w,"array([ 6.19334846, -5.6971327 ])"
505,27941_i,"array([ 6.5774097, -4.6665659])"
506,213344_w,"array([ 6.64419638, -4.41349226])"
507,269494_w,"array([ 6.50304311, -4.2351304 ])"
508,275585_w,"array([ 7.15549009, -4.44299159])"
509,280177_w,"array([ 6.46447066, -4.40012542])"
510,299090_w,"array([ 6.7017479 , -4.27210189])"
511,461118_w,"array([ 7.02827058, -4.22862848])"
512,523182_w,"array([ 7.03972664, -4.51117967])"
513,587618_w,"array([ 6.33269175, -4.29818628])"
514,2804_i,"array([12.21731322,  0.75361336])"
515,261157_w,"array([12.0182103 ,  0.89259559])"
516,28190_i,"array([14.35291206, -1.29574555])"
517,178885_w,"array([14.25120221, -1.06042629])"
518,49773_w,"array([14.45610271, -1.53157944])"
519,28308_i,"array([ 4.43236013, -7.95492639])"
520,246000_w,"array([ 4.29753543, -8.84653156])"
521,536020_w,"array([ 3.86450422, -8.20405466])"
522,2831_i,"array([ 4.35067409, -7.96911586])"
523,51623_w,"array([ 3.99729348, -8.57639853])"
524,28435_i,"array([ 5.61382777, -7.09517609])"
525,220699_w,"array([ 5.85144586, -8.14004488])"
526,303525_w,"array([ 5.4898403, -8.2671843])"
527,7003_w,"array([ 5.47400308, -7.64970075])"
528,28558_i,"array([ 8.01905757, -1.73358222])"
529,208134_w,"array([ 7.94669891, -1.37534344])"
530,270551_w,"array([ 7.77421327, -2.26827562])"
531,306330_w,"array([ 8.25332826, -1.23283554])"
532,322631_w,"array([ 8.30263253, -1.05977956])"
533,322711_w,"array([ 8.39715745, -1.36482074])"
534,337094_w,"array([ 8.18178692, -1.42064022])"
535,487296_w,"array([ 7.92678034, -2.24979044])"
536,520481_w,"array([ 8.47549369, -1.19408791])"
537,521025_w,"array([ 7.85083322, -1.17991492])"
538,521554_w,"array([ 8.0872523 , -1.03349129])"
539,595049_w,"array([ 8.05967953, -1.21366777])"
540,2858_i,"array([11.11092387,  2.75086077])"
541,323802_w,"array([11.05107585,  2.984819  ])"
542,28804_i,"array([-3.86434809, -7.42073376])"
543,299229_w,"array([-3.89829206, -7.65691735])"
544,2887_i,"array([ 4.25992793, -7.08048588])"
545,296238_w,"array([ 4.07790738, -6.46598061])"
546,39605_w,"array([ 3.66836637, -7.08920919])"
547,2915_i,"array([ 3.92805125, -7.62089415])"
548,257793_w,"array([ 3.34957313, -7.37404807])"
549,469550_w,"array([ 2.98302929, -7.77761647])"
550,29179_i,"array([ 4.83823193, -7.85733208])"
551,173999_w,"array([ 5.56429249, -7.27863245])"
552,229894_w,"array([ 5.18336947, -8.43980623])"
553,261328_w,"array([ 4.74785791, -8.79706497])"
554,308564_w,"array([ 4.88773932, -8.73613579])"
555,308643_w,"array([ 4.13377768, -8.281251  ])"
556,532905_w,"array([ 4.63416078, -8.36525845])"
557,533344_w,"array([ 4.6322846 , -8.55720035])"
558,29203_i,"array([ 7.38159697, -4.8830962 ])"
559,217665_w,"array([ 7.89661063, -4.39897491])"
560,229458_w,"array([ 7.94507924, -4.72676824])"
561,319731_w,"array([ 7.72674179, -4.33002508])"
562,319812_w,"array([ 7.5552242 , -4.35607534])"
563,323963_w,"array([ 8.07331505, -4.65776912])"
564,49807_w,"array([ 7.83388287, -4.61785504])"
565,532479_w,"array([ 7.97239958, -4.53615049])"
566,53431_w,"array([ 8.08127821, -4.83061065])"
567,700937_w,"array([ 7.63377994, -4.50090756])"
568,29432_i,"array([ 5.38776688, -9.13633882])"
569,2943_i,"array([ 5.50797558, -9.7898892 ])"
570,296097_w,"array([ 5.57878565, -9.11220408])"
571,29541_i,"array([1.9507728 , 1.66269342])"
572,24030_w,"array([1.65844213, 1.87490566])"
573,29660_i,"array([ 4.13170481, -7.2974036 ])"
574,328570_w,"array([ 3.5138885 , -7.20380872])"
575,457631_w,"array([ 4.42381039, -6.67760755])"
576,53930_w,"array([ 3.67559212, -6.95040696])"
577,581067_w,"array([ 3.46938829, -7.62556279])"
578,2972_i,"array([8.83066808, 4.17608289])"
579,266764_w,"array([8.6044577 , 4.25720386])"
580,29779_i,"array([ 4.85763373, -7.34680373])"
581,243550_w,"array([ 5.10940515, -6.93662654])"
582,29899_i,"array([ 5.03706089, -7.3091898 ])"
583,2999_i,"array([-0.70389305,  1.4796355 ])"
584,327120_w,"array([-0.78448641,  1.70328451])"
585,30141_i,"array([ 5.69263883, -7.75897495])"
586,104669_w,"array([ 5.73215769, -7.53787349])"
587,20315_w,"array([ 6.06457547, -8.03668107])"
588,223361_w,"array([ 5.92114397, -8.02073643])"
589,251415_w,"array([ 6.17037513, -9.01511513])"
590,290982_w,"array([ 5.74745982, -8.67967051])"
591,302334_w,"array([ 5.66075693, -8.49450912])"
592,331566_w,"array([ 5.83825358, -7.16649397])"
593,366078_w,"array([ 5.89445836, -7.47637832])"
594,389741_w,"array([ 5.8055167 , -8.51583541])"
595,511243_w,"array([ 5.80329069, -7.95946777])"
596,58525_w,"array([ 6.04255742, -7.90833172])"
597,6491_w,"array([ 5.85072678, -8.77197303])"
598,72296_w,"array([ 5.62450457, -8.64088008])"
599,74767_w,"array([ 6.04415597, -7.25371901])"
600,76288_w,"array([ 6.12065342, -7.54685199])"
601,76721_w,"array([ 5.94544374, -7.80269789])"
602,87781_w,"array([ 6.08032165, -7.69727551])"
603,92116_w,"array([ 5.94053098, -7.27541115])"
604,98469_w,"array([ 5.81084529, -7.26992915])"
605,30261_i,"array([ 6.46437636, -7.50688729])"
606,30639_i,"array([ 4.13807345, -7.56722122])"
607,258922_w,"array([ 3.27630625, -7.72508645])"
608,551091_w,"array([ 3.68719499, -8.34441563])"
609,30757_i,"array([ 4.51692341, -8.09598729])"
610,314513_w,"array([ 4.39251746, -9.00781344])"
611,38184_w,"array([ 4.40258061, -8.67807251])"
612,619929_w,"array([ 4.31869596, -7.49685781])"
613,3076_i,"array([ 4.20359728, -7.28381416])"
614,275143_w,"array([ 5.18069965, -7.74872546])"
615,577028_w,"array([ 3.44871835, -6.82692576])"
616,3104_i,"array([ 4.85784581, -7.07173955])"
617,573837_w,"array([ 4.97855286, -7.20260582])"
618,31200_i,"array([ 4.64383516, -8.05142612])"
619,348203_w,"array([ 4.95598479, -8.55952113])"
620,3133_i,"array([ 3.92194315, -7.30528799])"
621,31530_i,"array([ -2.01524611, -12.73535182])"
622,317191_w,"array([ -2.10813833, -12.95985858])"
623,31735_i,"array([ 4.6957666 , -7.02037023])"
624,244596_w,"array([ 4.11730544, -6.65577484])"
625,31838_i,"array([ 4.57154219, -7.1381422 ])"
626,539112_w,"array([ 4.2843512 , -6.50210768])"
627,31942_i,"array([ 4.78502899, -7.67711043])"
628,244363_w,"array([ 4.75230663, -8.25897062])"
629,32447_i,"array([0.43461513, 0.06116661])"
630,32571_i,"array([-3.40952617, -2.49104402])"
631,290311_w,"array([-3.40519484, -2.7367809 ])"
632,32775_i,"array([ 5.22022247, -4.90021482])"
633,328_i,"array([ 5.08923556, -4.85816566])"
634,33274_i,"array([ 6.87038248, -7.9327734 ])"
635,369567_w,"array([ 7.04667512, -7.63398488])"
636,33372_i,"array([ 12.710635  , -12.28338186])"
637,321157_w,"array([ 12.88405618, -12.11103937])"
638,33469_i,"array([ -1.09665471, -11.84366576])"
639,299899_w,"array([ -0.88217209, -11.95859811])"
640,33566_i,"array([ 4.58868262, -7.72024689])"
641,3359_i,"array([ 8.45001635, -5.34116665])"
642,328544_w,"array([ 9.2273675 , -5.63133068])"
643,511768_w,"array([ 8.66511015, -5.33736493])"
644,34098_i,"array([ -3.21221269, -10.52678222])"
645,17301_w,"array([ -3.45192331, -10.6939125 ])"
646,34205_i,"array([ 3.83915501, -7.85602205])"
647,318872_w,"array([ 3.05439975, -8.42060728])"
648,34415_i,"array([ 6.39137553, -1.75349696])"
649,208568_w,"array([ 6.30164957, -1.26037143])"
650,218021_w,"array([ 6.55332727, -1.18149778])"
651,234218_w,"array([ 6.42952125, -2.7828405 ])"
652,252677_w,"array([ 6.36080092, -1.08490146])"
653,285445_w,"array([ 6.36438387, -3.08161281])"
654,95143_w,"array([ 6.10145791, -1.24387856])"
655,34851_i,"array([ 7.33102066, -7.08692964])"
656,260850_w,"array([ 8.26065435, -5.85257408])"
657,35064_i,"array([ 4.27719618, -3.40754719])"
658,48585_w,"array([ 4.7497638, -3.7894719])"
659,35167_i,"array([ 4.09691064, -8.01849029])"
660,326692_w,"array([ 3.55287335, -8.72570136])"
661,35272_i,"array([-2.81902267, -9.88934184])"
662,223447_w,"array([-2.8501631 , -9.56355037])"
663,294038_w,"array([-3.07820663, -9.74457453])"
664,294108_w,"array([-2.57845651, -9.67081367])"
665,321476_w,"array([-2.54214627, -9.96995367])"
666,35580_i,"array([1.84885038, 1.37628371])"
667,599266_w,"array([1.50928274, 1.46815908])"
668,35681_i,"array([ 3.46423171, -3.33087711])"
669,238265_w,"array([ 2.88053165, -2.73686306])"
670,239069_w,"array([ 4.24128125, -3.16227084])"
671,302859_w,"array([ 2.97914137, -3.12104655])"
672,319892_w,"array([ 3.1982685 , -2.90583011])"
673,35705_i,"array([ 7.56471287, -3.1307676 ])"
674,14562_w,"array([ 7.48892278, -2.87055125])"
675,223706_w,"array([ 7.69791569, -2.80159316])"
676,228848_w,"array([ 7.59207738, -2.39126945])"
677,260463_w,"array([ 7.76749455, -2.46852448])"
678,260519_w,"array([ 8.04813594, -2.64503579])"
679,299014_w,"array([ 8.0881883 , -3.00366743])"
680,299586_w,"array([ 7.74584296, -2.96307798])"
681,299970_w,"array([ 7.44850613, -2.56481224])"
682,300253_w,"array([ 8.21054079, -2.87745251])"
683,301141_w,"array([ 7.75510055, -2.64492803])"
684,302188_w,"array([ 7.62094892, -2.55239755])"
685,302409_w,"array([ 7.88106054, -3.11179934])"
686,311165_w,"array([ 8.03981226, -3.19061781])"
687,311654_w,"array([ 7.5429455 , -2.70471447])"
688,313157_w,"array([ 8.41895438, -2.8194237 ])"
689,315082_w,"array([ 7.931576  , -2.92635137])"
690,315162_w,"array([ 8.05837935, -2.81445511])"
691,315269_w,"array([ 8.21124657, -2.7080922 ])"
692,359821_w,"array([ 7.28687036, -2.51601615])"
693,415104_w,"array([ 6.52852432, -3.11401903])"
694,435474_w,"array([ 7.88731322, -2.75747761])"
695,436632_w,"array([ 7.33439521, -2.73350005])"
696,469017_w,"array([ 6.88776456, -4.19534101])"
697,52081_w,"array([ 7.41598277, -2.37920021])"
698,557268_w,"array([ 8.30858142, -3.01752358])"
699,571430_w,"array([ 7.90509046, -2.57824754])"
700,86204_w,"array([ 8.22150971, -3.15892469])"
701,35913_i,"array([ 6.36664091, -7.07515438])"
702,275487_w,"array([ 6.64827419, -7.53486395])"
703,36116_i,"array([ 7.7617027 , -4.47248596])"
704,121921_w,"array([ 8.47703283, -4.25246368])"
705,20563_w,"array([ 8.51626057, -3.96988463])"
706,21798_w,"array([ 8.47833929, -4.10948734])"
707,22805_w,"array([ 7.51611709, -4.17355702])"
708,247677_w,"array([ 7.95299476, -3.84576889])"
709,263457_w,"array([ 8.62020725, -4.1315451 ])"
710,271845_w,"array([ 8.27111304, -4.50993689])"
711,278916_w,"array([ 8.34897639, -4.33022013])"
712,282133_w,"array([ 8.39205379, -3.78341177])"
713,282736_w,"array([ 8.23928807, -3.99507508])"
714,283845_w,"array([ 8.55608524, -4.40216197])"
715,284154_w,"array([ 7.85448291, -3.73373643])"
716,284665_w,"array([ 8.08775867, -3.96404991])"
717,286266_w,"array([ 8.22737823, -3.69146141])"
718,288529_w,"array([ 8.09640591, -3.80907539])"
719,301232_w,"array([ 8.4162761 , -4.46212917])"
720,301302_w,"array([ 8.24851867, -3.84613821])"
721,301373_w,"array([ 7.98865308, -4.14216728])"
722,301443_w,"array([ 8.03944406, -3.6691643 ])"
723,301518_w,"array([ 8.3740003 , -3.94485677])"
724,301594_w,"array([ 8.1528787, -4.1144021])"
725,301665_w,"array([ 8.18176451, -4.39373585])"
726,301741_w,"array([ 8.34088508, -4.11308773])"
727,302048_w,"array([ 6.98264346, -4.87433493])"
728,304169_w,"array([ 8.08957176, -4.26789016])"
729,314999_w,"array([ 8.2731373 , -4.72306456])"
730,315757_w,"array([ 7.9343048 , -4.00403911])"
731,385919_w,"array([ 6.68988544, -5.7356075 ])"
732,386572_w,"array([ 6.33232125, -5.51410813])"
733,392929_w,"array([ 8.58480991, -4.53514625])"
734,398562_w,"array([ 8.25377365, -4.2293193 ])"
735,41292_w,"array([ 8.51545731, -4.65872409])"
736,68160_w,"array([ 7.54619436, -4.80831062])"
737,36326_i,"array([ 5.61242279, -5.96861272])"
738,412867_w,"array([ 5.47839981, -5.52055503])"
739,491091_w,"array([ 6.02102717, -4.93744316])"
740,581046_w,"array([ 5.78865379, -6.95654726])"
741,598969_w,"array([ 5.33603506, -5.44162585])"
742,36743_i,"array([ 4.74184284, -8.00246774])"
743,36872_i,"array([ 4.84344089, -7.15798032])"
744,36978_i,"array([ 4.0632581 , -7.11065446])"
745,440005_w,"array([ 3.41888919, -7.13484349])"
746,37387_i,"array([ 3.82146075, -7.72717776])"
747,227071_w,"array([ 3.41792793, -7.80267072])"
748,497091_w,"array([ 3.02024372, -8.23448094])"
749,576631_w,"array([ 3.27616206, -8.07612302])"
750,37486_i,"array([ 3.71839887, -7.69531753])"
751,200145_w,"array([ 2.85186751, -8.16872056])"
752,325781_w,"array([ 3.34198814, -7.96831977])"
753,326210_w,"array([ 2.77553318, -7.90657121])"
754,326450_w,"array([ 2.78164661, -7.73215432])"
755,406622_w,"array([ 2.88497041, -8.01213665])"
756,37597_i,"array([ 4.42537839, -2.38220748])"
757,245935_w,"array([ 4.73899207, -2.85058306])"
758,37846_i,"array([ 7.12144399, -7.26280637])"
759,258775_w,"array([ 7.12232865, -7.49743201])"
760,321318_w,"array([ 7.75876274, -7.95861997])"
761,81987_w,"array([ 7.75150653, -6.64409023])"
762,38097_i,"array([ 5.23441533, -4.73337361])"
763,38209_i,"array([ 4.36739721, -8.24383095])"
764,307899_w,"array([ 4.80241004, -8.39619489])"
765,587024_w,"array([ 4.0473859 , -9.14991992])"
766,38431_i,"array([ 4.39594633, -8.04187311])"
767,2334_w,"array([ 4.05894181, -8.9474218 ])"
768,316843_w,"array([ 4.46134584, -8.41755395])"
769,38544_i,"array([ 4.19593143, -7.87278384])"
770,38657_i,"array([ 4.69205394, -4.75488291])"
771,39019_i,"array([ 7.12384975, -5.23110941])"
772,126107_w,"array([ 7.49382809, -4.98781659])"
773,149527_w,"array([ 7.62869699, -5.25674991])"
774,184160_w,"array([ 6.69961076, -4.77315706])"
775,251482_w,"array([ 7.66226921, -5.0812845 ])"
776,295203_w,"array([ 7.52066099, -5.14786419])"
777,311002_w,"array([ 7.24563854, -4.81889305])"
778,39130_i,"array([-0.02797289, -0.04856412])"
779,296456_w,"array([-0.3333902 ,  0.13539873])"
780,39243_i,"array([ 4.34476659, -7.1438482 ])"
781,320806_w,"array([ 3.60443764, -6.73272512])"
782,39356_i,"array([ 4.42658455, -7.87985114])"
783,39582_i,"array([2.16540463, 1.51581114])"
784,3967_i,"array([ 6.10125991, -7.43940505])"
785,523722_w,"array([ 6.27857739, -7.3845831 ])"
786,566206_w,"array([ 5.95858871, -7.70513705])"
787,39808_i,"array([ 4.32109148, -7.42007869])"
788,271610_w,"array([ 3.96560076, -6.7070345 ])"
789,39921_i,"array([0.1687668, 0.1931259])"
790,320727_w,"array([-0.01001682,  0.49998353])"
791,40035_i,"array([ 7.75095236, -5.92967178])"
792,40376_i,"array([ 8.93195027, -8.64855248])"
793,118960_w,"array([ 8.12498772, -7.9873142 ])"
794,151573_w,"array([ 9.60101968, -9.18875617])"
795,40477_i,"array([ 5.00991051, -6.65370519])"
796,505805_w,"array([ 4.29103347, -6.67816757])"
797,52540_w,"array([ 4.9502547 , -6.38335774])"
798,410_i,"array([ 8.94311451, -2.56594956])"
799,41201_i,"array([ 5.92474721, -3.10311374])"
800,215663_w,"array([ 6.16020496, -2.62847628])"
801,292012_w,"array([ 5.55727334, -2.55134176])"
802,302260_w,"array([ 5.74578711, -2.50710811])"
803,318036_w,"array([ 5.80048942, -2.31218733])"
804,320215_w,"array([ 5.98855645, -2.57173323])"
805,547073_w,"array([ 5.82522803, -2.64959113])"
806,620981_w,"array([ 5.90776384, -2.42563111])"
807,9080_w,"array([ 6.22102561, -2.4811635 ])"
808,41435_i,"array([ 4.42805686, -7.19880818])"
809,41539_i,"array([ 4.50421019, -7.87718246])"
810,41739_i,"array([12.55264696,  1.7172203 ])"
811,297344_w,"array([12.8309812 ,  1.78729469])"
812,314838_w,"array([12.27825038,  1.65623063])"
813,314918_w,"array([12.65686179,  1.4479718 ])"
814,324553_w,"array([12.4640398,  1.989966 ])"
815,41840_i,"array([ 4.17107824, -7.48376222])"
816,456540_w,"array([ 3.59891471, -7.35835856])"
817,41944_i,"array([ 4.85528057, -7.78595454])"
818,42793_i,"array([ 5.0738778 , -4.63161101])"
819,249590_w,"array([ 5.62960949, -4.66993507])"
820,256923_w,"array([ 5.05372034, -5.22617754])"
821,42897_i,"array([ 4.43749499, -7.35423432])"
822,43104_i,"array([ 4.72125677, -8.09160312])"
823,303927_w,"array([ 4.81766165, -8.53847861])"
824,53906_w,"array([ 4.62389588, -8.99651652])"
825,43206_i,"array([ 4.66993342, -7.31618592])"
826,43333_i,"array([ 6.35696937, -7.27583871])"
827,106745_w,"array([ 5.88834014, -7.02664971])"
828,119737_w,"array([ 7.0982109 , -7.03859851])"
829,132445_w,"array([ 6.12127841, -8.24305788])"
830,159758_w,"array([ 5.93857912, -7.91411217])"
831,171973_w,"array([ 6.85139059, -7.40043605])"
832,186190_w,"array([ 7.07232181, -7.3906925 ])"
833,192275_w,"array([ 6.46906463, -7.19440236])"
834,194979_w,"array([ 6.361002  , -6.56957074])"
835,199132_w,"array([ 7.19289894, -8.41577863])"
836,204343_w,"array([ 7.09988175, -7.8781545 ])"
837,210804_w,"array([ 7.27095137, -7.70515349])"
838,211501_w,"array([ 6.85205406, -7.05545872])"
839,214836_w,"array([ 6.43356227, -6.95025927])"
840,218045_w,"array([ 6.7609624 , -7.74725077])"
841,218928_w,"array([ 6.20303661, -7.47302676])"
842,221215_w,"array([ 6.83822282, -7.18458801])"
843,222469_w,"array([ 6.66971399, -7.86464076])"
844,224243_w,"array([ 6.92909658, -6.81120238])"
845,226917_w,"array([ 6.36452069, -8.10884586])"
846,227156_w,"array([ 5.71471318, -7.89933682])"
847,228538_w,"array([ 6.45263236, -7.77856231])"
848,239143_w,"array([ 6.99950839, -7.98108848])"
849,244432_w,"array([ 6.24984305, -6.76290373])"
850,24524_w,"array([ 6.77171721, -7.31835662])"
851,246798_w,"array([ 6.31575972, -6.88570236])"
852,255297_w,"array([ 6.97114078, -7.09888289])"
853,257472_w,"array([ 6.64676571, -6.83505038])"
854,261534_w,"array([ 6.68257627, -8.24412261])"
855,279271_w,"array([ 6.71600466, -7.08602957])"
856,286773_w,"array([ 6.76824734, -7.59872931])"
857,28801_w,"array([ 6.59054409, -7.98155941])"
858,29045_w,"array([ 7.12833511, -7.98567494])"
859,291505_w,"array([ 7.18580599, -7.13216452])"
860,294401_w,"array([ 6.68676594, -7.23201155])"
861,297511_w,"array([ 7.05504863, -6.02627242])"
862,304007_w,"array([ 5.69985698, -7.24213703])"
863,305424_w,"array([ 6.71229905, -7.98404075])"
864,311816_w,"array([ 7.40008663, -7.69430566])"
865,311924_w,"array([ 6.34647229, -8.27732618])"
866,312006_w,"array([ 7.35349683, -7.40215226])"
867,312087_w,"array([ 6.98751778, -6.96189886])"
868,312491_w,"array([ 7.00260247, -7.51100681])"
869,312652_w,"array([ 7.30795161, -7.82219557])"
870,313483_w,"array([ 5.71587705, -7.41897695])"
871,313752_w,"array([ 6.78460069, -7.87444081])"
872,315433_w,"array([ 6.11612338, -6.83212012])"
873,315596_w,"array([ 7.18779697, -6.95055915])"
874,317685_w,"array([ 6.94372953, -7.24278148])"
875,318952_w,"array([ 7.19167669, -7.37058996])"
876,321053_w,"array([ 6.50124285, -6.81513865])"
877,322733_w,"array([ 6.27924473, -8.21167594])"
878,327281_w,"array([ 7.28043795, -7.30394291])"
879,341785_w,"array([ 6.85645217, -6.93400569])"
880,353919_w,"array([ 6.96797966, -7.35731145])"
881,39372_w,"array([ 6.94125307, -8.13242008])"
882,417961_w,"array([ 5.76233515, -6.7082977 ])"
883,418551_w,"array([ 7.16712799, -7.74446963])"
884,43934_w,"array([ 7.24556253, -7.48139062])"
885,439446_w,"array([ 5.71435477, -7.65476179])"
886,460352_w,"array([ 7.4182168 , -7.51402453])"
887,471747_w,"array([ 7.24743727, -7.92992918])"
888,48817_w,"array([ 7.29933838, -7.19799149])"
889,501993_w,"array([ 6.25110718, -7.79200684])"
890,519369_w,"array([ 7.07156589, -6.85774382])"
891,5209_w,"array([ 7.17305278, -7.61092077])"
892,536913_w,"array([ 6.88062082, -7.52289928])"
893,581473_w,"array([ 5.62679358, -6.98608756])"
894,629544_w,"array([ 6.8601372 , -7.77853367])"
895,630315_w,"array([ 6.97372945, -7.85320918])"
896,74551_w,"array([ 6.39269301, -6.74061186])"
897,76746_w,"array([ 6.76317993, -7.47644986])"
898,90593_w,"array([ 7.05990291, -7.76126942])"
899,90807_w,"array([ 7.31088462, -7.58834994])"
900,43437_i,"array([ 5.59251323, -7.99737597])"
901,163839_w,"array([ 5.93446648, -7.61781189])"
902,283938_w,"array([ 5.65521856, -8.90726665])"
903,43644_i,"array([ 4.39690285, -7.28333647])"
904,43748_i,"array([ 4.0463956 , -7.67290478])"
905,319492_w,"array([ 3.35903831, -8.16780318])"
906,319573_w,"array([ 3.09093925, -7.88634949])"
907,575432_w,"array([ 3.47630897, -8.40990757])"
908,43850_i,"array([ 4.15586148, -7.17926355])"
909,313404_w,"array([ 3.46211765, -7.39549322])"
910,438_i,"array([-2.72107304, -1.76022074])"
911,279480_w,"array([-2.82627352, -1.9723388 ])"
912,44159_i,"array([ 4.77562447, -7.92912544])"
913,44388_i,"array([ 6.46679812, -7.64648265])"
914,103599_w,"array([ 7.12279905, -8.27539628])"
915,154625_w,"array([ 6.7957739 , -8.48112914])"
916,247460_w,"array([ 6.44003179, -8.58338784])"
917,256562_w,"array([ 6.92092855, -8.30776982])"
918,258860_w,"array([ 5.91226536, -8.30915785])"
919,281292_w,"array([ 7.38315559, -8.02245179])"
920,290023_w,"array([ 6.94199369, -8.46049124])"
921,299660_w,"array([ 7.20936604, -8.16788772])"
922,302940_w,"array([ 6.56037181, -8.5378343 ])"
923,313077_w,"array([ 7.04088088, -8.37337554])"
924,393229_w,"array([ 7.28820031, -8.31084968])"
925,4671_w,"array([ 5.97860914, -8.18296966])"
926,522635_w,"array([ 6.28732813, -8.55560589])"
927,566598_w,"array([ 7.34094393, -8.16500499])"
928,45004_i,"array([ -0.24654414, -13.45472857])"
929,45212_i,"array([6.43034386, 0.08331366])"
930,322893_w,"array([6.53455977, 0.53127678])"
931,4228_w,"array([6.28092999, 0.5001908 ])"
932,45654_i,"array([7.36536794, 4.4424575 ])"
933,323721_w,"array([7.46744008, 4.22236381])"
934,45758_i,"array([ 3.61252504, -5.88854006])"
935,46170_i,"array([ 5.07893325, -7.71429692])"
936,325456_w,"array([ 5.26798234, -7.82831714])"
937,35061_w,"array([ 5.073011  , -7.91862374])"
938,46272_i,"array([ 5.01196848, -7.76928089])"
939,46374_i,"array([ 5.01369958, -7.65157165])"
940,46478_i,"array([ 4.97376554, -7.37962517])"
941,46914_i,"array([ 4.44446879, -4.90567873])"
942,47117_i,"array([ 0.29992691, -1.11790063])"
943,29541_w,"array([-0.07645218, -1.04291652])"
944,400644_w,"array([-0.05015931, -1.27210496])"
945,536_w,"array([ 0.24792651, -0.78079615])"
946,584728_w,"array([-0.40753956, -0.89263642])"
947,701851_w,"array([ 0.00779615, -0.82454385])"
948,47221_i,"array([ 4.34956526, -7.35220158])"
949,47322_i,"array([  8.29431212, -15.10736558])"
950,252959_w,"array([  8.04488599, -15.18058708])"
951,313995_w,"array([  8.53747165, -15.03698485])"
952,47529_i,"array([ 6.52443649, -7.10702587])"
953,100532_w,"array([ 7.46188366, -7.27880131])"
954,47762_i,"array([4.15799841, 3.61894078])"
955,562146_w,"array([4.38620306, 3.54768551])"
956,47968_i,"array([ 3.96626024, -7.99983065])"
957,304088_w,"array([ 3.19429596, -8.61767318])"
958,494904_w,"array([ 3.93420079, -8.36724747])"
959,52310_w,"array([ 3.33171291, -8.7129823 ])"
960,48072_i,"array([ 0.98371776, -1.490774  ])"
961,49264_i,"array([ 5.26244596, -5.05330468])"
962,49623_i,"array([ 6.28603268, -8.00134226])"
963,50548_i,"array([ 2.30546165, -2.11291559])"
964,50631_i,"array([-2.69395061, -3.14697696])"
965,322471_w,"array([-2.57958414, -2.93454105])"
966,50713_i,"array([-4.16990967, -4.03279614])"
967,281762_w,"array([-4.01354973, -3.81064665])"
968,281822_w,"array([-4.43795548, -4.03372697])"
969,47899_w,"array([-4.04019867, -4.26270868])"
970,51482_i,"array([ 4.8912951 , -8.16258054])"
971,244869_w,"array([ 4.96365001, -9.11211011])"
972,312168_w,"array([ 4.78389249, -9.10562771])"
973,51726_i,"array([ 4.27475097, -4.62368168])"
974,256357_w,"array([ 3.7225914 , -4.25264077])"
975,47217_w,"array([ 3.66361777, -4.45612397])"
976,5186_i,"array([ 5.55863174, -4.12502598])"
977,311571_w,"array([ 5.17319467, -3.7891641 ])"
978,317789_w,"array([ 5.34735873, -3.72995108])"
979,52059_i,"array([ 5.86716908, -9.20112451])"
980,273077_w,"array([ 5.88693   , -9.87196584])"
981,52165_i,"array([ 4.87866279, -7.42566739])"
982,52495_i,"array([ 7.8935883 , -5.97369081])"
983,52743_i,"array([ 4.42135877, -7.10769478])"
984,325378_w,"array([ 3.84897968, -6.50749212])"
985,52823_i,"array([ 4.59739966, -6.80890328])"
986,316681_w,"array([ 3.81625999, -6.75992914])"
987,316764_w,"array([ 3.95525762, -6.28016734])"
988,52905_i,"array([ 4.48231984, -5.06001224])"
989,53320_i,"array([ 4.06475409, -7.76760514])"
990,537795_w,"array([ 3.24120284, -8.28948367])"
991,53724_i,"array([ 5.33530999, -6.17132553])"
992,116768_w,"array([ 6.7310502 , -6.04406677])"
993,193741_w,"array([ 4.62668487, -6.19883419])"
994,202862_w,"array([ 5.10242557, -5.66341421])"
995,235850_w,"array([ 6.02176583, -5.16141413])"
996,240659_w,"array([ 6.40736559, -5.19686184])"
997,250989_w,"array([ 4.78382143, -6.24827106])"
998,269002_w,"array([ 5.10158402, -5.44919566])"
999,271963_w,"array([ 4.72188636, -5.64031203])"
1000,274467_w,"array([ 5.38352829, -5.97677296])"
1001,27817_w,"array([ 4.85037506, -5.85353967])"
1002,280_w,"array([ 5.69361959, -5.82873698])"
1003,293672_w,"array([ 5.24253963, -5.72476056])"
1004,296881_w,"array([ 5.14703323, -6.21919888])"
1005,298844_w,"array([ 4.53770958, -5.61229029])"
1006,300401_w,"array([ 4.6322038 , -5.91625892])"
1007,300497_w,"array([ 4.49588424, -5.93220656])"
1008,303910_w,"array([ 5.24402431, -5.90639331])"
1009,306251_w,"array([ 5.19608236, -5.55102278])"
1010,307980_w,"array([ 4.79336555, -5.43891867])"
1011,318791_w,"array([ 4.96242951, -5.68999833])"
1012,319032_w,"array([ 5.2405576 , -6.39411703])"
1013,319113_w,"array([ 5.46020451, -5.69090394])"
1014,319194_w,"array([ 4.77060057, -5.97596447])"
1015,319277_w,"array([ 4.94365348, -5.42115283])"
1016,321556_w,"array([ 4.50285066, -5.78216651])"
1017,323136_w,"array([ 4.83038701, -5.71433494])"
1018,326775_w,"array([ 5.49408534, -6.08690897])"
1019,326960_w,"array([ 4.72448579, -5.81817755])"
