# index, _pos
499,"array([ 3.04951537, -0.42753379])"
500,"array([ 3.2972349 , -0.47179761])"
501,"array([ 3.26551304, -0.59892634])"
502,"array([ 3.16051324, -0.63987341])"
503,"array([ 3.21202825, -0.5910455 ])"
504,"array([ 3.45860966, -0.5870251 ])"
505,"array([ 3.52739496, -0.8252602 ])"
506,"array([ 3.4055955 , -0.70640521])"
507,"array([ 3.43841466, -0.6682331 ])"
508,"array([ 3.4504743 , -0.63971874])"
509,"array([ 3.47033969, -0.65208037])"
510,"array([ 3.47344077, -0.74784251])"
511,"array([ 3.47695578, -0.7100544 ])"
512,"array([ 3.52380533, -0.78729532])"
513,"array([ 3.44908799, -0.69985366])"
514,"array([ 3.49352021, -0.67077203])"
515,"array([ 3.46413486, -0.77159724])"
516,"array([ 3.50298173, -0.70255939])"
517,"array([ 3.35890727, -0.43190206])"
518,"array([ 3.42466167, -0.47283083])"
519,"array([ 3.34198341, -0.3924841 ])"
520,"array([ 3.3797809 , -0.42214132])"
521,"array([ 3.54252254, -0.67991864])"
522,"array([ 3.38325482, -0.71103956])"
523,"array([ 3.4080023 , -0.67670412])"
524,"array([ 3.13265951, -0.5160474 ])"
525,"array([ 3.44889178, -0.60916521])"
526,"array([ 3.33544031, -0.62919005])"
527,"array([ 3.53036768, -0.74197318])"
528,"array([ 2.89111513, -0.66477978])"
529,"array([ 2.92664641, -0.64118058])"
530,"array([ 3.07951602, -0.58661681])"
531,"array([ 3.17285809, -0.81160826])"
532,"array([ 3.17196699, -0.86936075])"
533,"array([ 3.54047794, -0.416112  ])"
534,"array([ 3.49571533, -0.80169924])"
535,"array([ 3.06756421, -0.76191726])"
536,"array([ 3.16144812, -0.75347999])"
537,"array([ 3.22250678, -0.81123566])"
538,"array([ 2.92934681, -0.95163393])"
539,"array([ 3.47775545, -0.83093455])"
540,"array([ 3.19835074, -0.8007687 ])"
541,"array([ 3.55809061, -0.51577385])"
542,"array([ 3.10501936, -0.66894032])"
543,"array([ 3.14613198, -0.80696433])"
544,"array([ 3.19808633, -0.88346664])"
545,"array([ 3.12999988, -0.90129847])"
546,"array([ 3.17849335, -0.90220471])"
547,"array([ 3.14184544, -0.86728734])"
548,"array([ 3.04284257, -0.83458846])"
549,"array([ 3.15489628, -0.89338166])"
550,"array([ 3.05068368, -0.65235219])"
551,"array([ 3.11133715, -0.74094422])"
552,"array([ 3.23171665, -0.86401635])"
553,"array([ 3.03867755, -0.67494005])"
554,"array([ 3.15586563, -0.84010402])"
555,"array([ 3.13762477, -0.47806016])"
556,"array([ 3.31370392, -0.41308996])"
557,"array([ 3.05512101, -0.34275421])"
558,"array([ 3.38649318, -0.68104934])"
559,"array([ 3.22691182, -0.72153008])"
560,"array([ 3.21525896, -0.3188254 ])"
561,"array([ 3.03156734, -0.52223096])"
562,"array([ 3.63848437, -0.53745377])"
563,"array([ 3.38061017, -0.26813741])"
564,"array([ 3.38843114, -0.81024231])"
565,"array([ 3.66888556, -0.48896318])"
566,"array([ 3.11759955, -0.5583127 ])"
567,"array([ 3.16530835, -0.41400229])"
568,"array([ 3.54481493, -0.6477093 ])"
569,"array([ 3.58955962, -0.76289524])"
570,"array([ 3.63515295, -0.69305856])"
571,"array([ 3.42337586, -0.29548584])"
572,"array([ 3.72518951, -0.57631336])"
573,"array([ 3.45200354, -0.73138323])"
574,"array([ 3.13494328, -0.71052714])"
575,"array([ 3.53480941, -0.53178875])"
576,"array([ 2.50173037, -0.40723172])"
577,"array([ 2.46353666, -0.43594976])"
578,"array([ 2.55759435, -0.33676046])"
579,"array([ 2.98818002, -0.23467157])"
580,"array([ 2.78484768, -0.18912364])"
581,"array([ 2.6670234 , -0.50394392])"
582,"array([ 2.72331716, -0.7092922 ])"
583,"array([ 2.75007587, -0.16835051])"
584,"array([ 2.70294075, -0.69236105])"
585,"array([ 2.93438224, -0.72186642])"
586,"array([ 3.25862729, -0.06267933])"
587,"array([3.08707252, 0.04531451])"
588,"array([3.03160167, 0.06348016])"
589,"array([ 3.13918043, -0.09697584])"
590,"array([3.17030917, 0.01768046])"
591,"array([ 2.75089985, -0.38465975])"
592,"array([ 2.87148483, -0.78154401])"
593,"array([ 2.80559242, -0.9575511 ])"
594,"array([ 2.7654926 , -0.88464542])"
595,"array([ 2.89651742, -1.01764513])"
596,"array([ 2.78640003, -0.93333959])"
597,"array([ 2.72716509, -0.34649964])"
598,"array([ 2.79035335, -0.55365575])"
599,"array([ 2.52403716, -0.18395479])"
600,"array([ 2.57897023, -0.08689828])"
601,"array([ 3.06141137, -0.29070395])"
602,"array([ 2.64759041, -0.23684404])"
603,"array([ 2.84532409, -0.38714943])"
604,"array([ 3.06229888, -0.60358514])"
605,"array([ 2.97668156, -0.36423547])"
606,"array([ 3.22319833, -0.55911733])"
607,"array([ 2.95467571, -0.37291315])"
608,"array([ 3.25855421, -0.15549462])"
609,"array([ 3.31261983, -0.16428422])"
610,"array([ 3.37283864, -0.19674473])"
611,"array([ 2.86135076, -0.00492405])"
612,"array([ 2.91055807, -0.03942259])"
613,"array([ 2.94219574, -0.08325196])"
614,"array([ 3.22502952, -0.18281646])"
615,"array([3.25265832, 0.08856246])"
616,"array([ 2.94899708, -0.27852021])"
617,"array([2.99727243, 0.14336793])"
618,"array([ 3.29755314, -0.06689033])"
619,"array([3.30694123, 0.03397471])"
620,"array([ 3.36238291, -0.29847894])"
621,"array([3.40296642, 0.00378502])"
622,"array([3.35825803, 0.04095998])"
623,"array([ 3.47924008, -0.16241657])"
624,"array([3.20391528, 0.01928745])"
625,"array([3.158618  , 0.06138965])"
626,"array([3.39530959, 0.04371251])"
627,"array([3.33154712, 0.09735387])"
