# index, label, _pos
529,250844_w,"array([-1.09215072, -9.03849112])"
530,74519_w,"array([-1.18808689, -8.88248585])"
531,28796_i,"array([-0.26195766, -4.6807392 ])"
532,587016_w,"array([ 0.1071366 , -4.37324475])"
533,625396_w,"array([-0.5939409 , -4.62029496])"
534,28924_i,"array([-3.27918994, -5.59711095])"
535,29533_w,"array([-3.75813236, -5.58566259])"
536,621743_w,"array([-3.77040837, -5.42574498])"
537,29195_i,"array([-4.46716949, -6.46537883])"
538,561063_w,"array([-3.99865424, -6.42375307])"
539,29533_i,"array([-0.52352156, -7.06904904])"
540,153610_w,"array([-0.50997096, -7.12538263])"
541,190238_w,"array([-0.83446145, -6.86126139])"
542,330242_w,"array([ 0.20090118, -7.51400237])"
543,331402_w,"array([ 0.23349909, -7.3688178 ])"
544,547949_w,"array([-0.79695649, -6.91260333])"
545,592876_w,"array([-0.10296361, -6.83753913])"
546,72262_w,"array([-0.21948373, -6.89046397])"
547,29653_i,"array([-0.198489  , -6.64888968])"
548,219182_w,"array([ 0.44145258, -6.43369432])"
549,316184_w,"array([ 0.49689799, -6.6722793 ])"
550,317946_w,"array([ 0.40999079, -6.56349358])"
551,597773_w,"array([ 0.52149231, -6.53582073])"
552,63082_w,"array([ 0.36041186, -6.3479579 ])"
553,30012_i,"array([-0.3657311 , -6.54666399])"
554,329443_w,"array([ 0.19936583, -6.19934723])"
555,39859_w,"array([-0.19053185, -6.72486572])"
556,83310_w,"array([-0.46336467, -6.74548081])"
557,30133_i,"array([-4.43575517, -6.61758033])"
558,30253_i,"array([-3.18104201, -8.36739708])"
559,333370_w,"array([-3.13637378, -8.68143467])"
560,333431_w,"array([-3.38601922, -8.43190234])"
561,333520_w,"array([-3.6406342 , -8.67768344])"
562,333580_w,"array([-2.97912345, -8.71580736])"
563,333638_w,"array([-3.64475316, -8.39689194])"
564,333698_w,"array([-3.54708986, -8.78733398])"
565,333758_w,"array([-3.43473599, -8.88003656])"
566,333819_w,"array([-3.23379592, -8.9260037 ])"
567,333879_w,"array([-3.42191646, -8.73187528])"
568,333937_w,"array([-3.17952449, -8.80680292])"
569,333999_w,"array([-3.39115376, -8.58579623])"
570,334060_w,"array([-3.24192058, -8.55351891])"
571,334147_w,"array([-3.04304579, -8.5679283 ])"
572,334208_w,"array([-3.66659779, -8.54009426])"
573,334271_w,"array([-3.50839189, -8.33134558])"
574,334335_w,"array([-3.52622935, -8.49727313])"
575,334397_w,"array([-3.285669  , -8.69494145])"
576,334459_w,"array([-3.05596649, -8.847749  ])"
577,334520_w,"array([-3.51903113, -8.63520641])"
578,334583_w,"array([-3.32145988, -8.82859099])"
579,30371_i,"array([-1.1234034 , -6.16108925])"
580,30518_i,"array([-1.8588844 , -4.27816536])"
581,351978_w,"array([-2.13318907, -4.09782211])"
582,30631_i,"array([-2.24937242, -6.53521017])"
583,30749_i,"array([-0.603543  , -7.04360627])"
584,11082_w,"array([-0.78019222, -6.60024353])"
585,128952_w,"array([ 0.13842244, -7.42198647])"
586,246561_w,"array([-0.36886852, -7.62403199])"
587,248122_w,"array([-0.44441967, -7.58368261])"
588,249606_w,"array([-0.54255346, -6.83957936])"
589,252746_w,"array([-0.56486758, -6.49915326])"
590,271979_w,"array([-0.5197031 , -7.50947533])"
591,289488_w,"array([-0.65297746, -6.48798017])"
592,331333_w,"array([ 0.07868836, -6.91822885])"
593,334757_w,"array([-0.27026543, -7.497286  ])"
594,360260_w,"array([-0.67570119, -7.52947791])"
595,382107_w,"array([-0.22760045, -7.05883916])"
596,436624_w,"array([-0.8659197 , -7.42243334])"
597,536905_w,"array([-0.57008691, -6.58360408])"
598,30867_i,"array([-0.98229552, -7.27184519])"
599,30980_i,"array([-0.67198172, -6.57670747])"
600,270601_w,"array([-0.89143294, -6.64066078])"
601,31192_i,"array([-0.14186154, -6.9195939 ])"
602,415670_w,"array([-0.35166655, -6.69345914])"
603,31298_i,"array([-3.43099762, -6.99251733])"
604,317184_w,"array([-3.78422666, -7.36967492])"
605,318783_w,"array([-3.89486451, -7.27004664])"
606,318945_w,"array([-3.93698303, -7.10698545])"
607,31499_i,"array([-1.5182305 , -3.29431377])"
608,330598_w,"array([-1.34722048, -2.82137029])"
609,333071_w,"array([-1.50671271, -2.81255652])"
610,31522_i,"array([-0.7709788 , -7.31428199])"
611,21047_w,"array([-0.89597791, -8.08559106])"
612,31625_i,"array([-1.06270483, -7.18540502])"
613,165870_w,"array([-0.93302913, -6.83290949])"
614,266819_w,"array([-1.17724499, -7.8077012 ])"
615,315995_w,"array([-1.27102367, -7.83236772])"
616,479786_w,"array([-1.13973521, -7.91257828])"
617,604052_w,"array([-1.10702391, -7.4733031 ])"
618,74301_w,"array([-1.96764614, -6.46423335])"
619,8824_w,"array([-0.90073   , -7.70061173])"
620,31830_i,"array([-2.50597262, -5.36646973])"
621,594405_w,"array([-3.00690637, -5.17036413])"
622,31934_i,"array([-1.38163887, -7.42348535])"
623,332431_w,"array([-1.62126131, -8.02365826])"
624,32031_i,"array([-5.7826819 , -4.77517434])"
625,469009_w,"array([-5.40388467, -4.93028452])"
626,703902_w,"array([-6.0561494 , -4.66757851])"
627,32131_i,"array([-1.86960507, -4.19118487])"
628,105889_w,"array([-1.65693254, -3.62108983])"
629,353241_w,"array([-1.50829308, -3.98974445])"
630,40572_w,"array([-2.45927279, -4.55819071])"
631,44638_w,"array([-2.32083459, -4.2277906 ])"
632,511236_w,"array([-1.97133504, -4.3558512 ])"
633,32234_i,"array([-2.41244792, -5.84203077])"
634,276318_w,"array([-2.59935089, -5.71786559])"
635,32439_i,"array([-2.169022  , -6.80125497])"
636,268874_w,"array([-2.5468342 , -6.49870007])"
637,356414_w,"array([-2.57725489, -7.23674353])"
638,32539_i,"array([-1.44549597, -4.69629129])"
639,41284_w,"array([-1.0744576 , -4.45636494])"
640,32563_i,"array([-0.6589997 , -7.28050594])"
641,126901_w,"array([-0.32863798, -7.78837448])"
642,1299_w,"array([ 0.03857403, -7.64007189])"
643,135125_w,"array([-0.82644097, -7.08432647])"
644,193904_w,"array([ 0.07923238, -7.13526964])"
645,213456_w,"array([-0.41383804, -6.66479096])"
646,214441_w,"array([-0.19047913, -7.47574133])"
647,239859_w,"array([-0.21277909, -7.12014846])"
648,240675_w,"array([-0.6274736 , -7.60164661])"
649,241466_w,"array([-0.1370549 , -7.99668214])"
650,246493_w,"array([-0.20135382, -7.82989564])"
651,249897_w,"array([-1.00756953, -6.71028239])"
652,251792_w,"array([-0.3232121 , -7.02259245])"
653,267660_w,"array([-0.353176  , -7.53013916])"
654,269629_w,"array([-0.03910708, -7.90180981])"
655,283907_w,"array([-0.09888204, -7.80468393])"
656,313315_w,"array([-0.15279559, -7.57800457])"
657,319350_w,"array([-0.22725311, -7.94097982])"
658,319484_w,"array([-0.29321215, -7.87132582])"
659,328968_w,"array([-0.57417672, -7.97998035])"
660,329050_w,"array([ 0.01953019, -7.80786379])"
661,331123_w,"array([-0.1370117 , -7.89802508])"
662,341777_w,"array([-0.50207229, -8.0488762 ])"
663,348825_w,"array([-1.47618564, -7.34746918])"
664,384012_w,"array([-1.16987705, -6.95830361])"
665,394823_w,"array([-0.72729203, -7.36520523])"
666,42258_w,"array([-0.79326471, -7.56126931])"
667,428698_w,"array([-0.38704811, -7.90693614])"
668,43208_w,"array([-0.5680495 , -7.37518097])"
669,455989_w,"array([-0.98395364, -7.51848107])"
670,46051_w,"array([-0.78572109, -8.05701591])"
671,461410_w,"array([-0.59327656, -7.89260379])"
672,481932_w,"array([-0.69949833, -8.12699879])"
673,481957_w,"array([-0.4210251 , -7.81799022])"
674,503638_w,"array([-0.77783552, -7.94392745])"
675,504182_w,"array([-0.61160798, -8.06826409])"
676,504720_w,"array([-0.55703241, -8.14425942])"
677,52074_w,"array([-0.33281855, -8.09173184])"
678,527_w,"array([-0.62313185, -6.64639913])"
679,532897_w,"array([-0.47285601, -7.95440469])"
680,53922_w,"array([-0.23887135, -8.04626146])"
681,577045_w,"array([-0.50047146, -7.86278148])"
682,580635_w,"array([-0.40287667, -8.01828688])"
683,603120_w,"array([-0.87297707, -7.95968892])"
684,613066_w,"array([-0.31751872, -7.97707017])"
685,622255_w,"array([-0.92191298, -6.90791209])"
686,62850_w,"array([-0.8005762 , -7.38882938])"
687,66538_w,"array([-0.68377088, -7.91754139])"
688,75627_w,"array([-0.43818141, -8.1242766 ])"
689,84177_w,"array([-0.89288696, -7.5341103 ])"
690,84396_w,"array([-0.69070207, -8.01592535])"
691,32868_i,"array([-1.28749375, -5.33353508])"
692,23043_w,"array([-1.97592263, -5.04209527])"
693,318518_w,"array([-0.51740179, -4.96946313])"
694,319401_w,"array([-0.58975309, -5.03160108])"
695,32974_i,"array([-1.85753648, -4.39978988])"
696,3351_i,"array([-2.27354065, -6.3532842 ])"
697,20307_w,"array([-1.90127359, -6.36774223])"
698,206723_w,"array([-2.56696053, -6.6178795 ])"
699,333310_w,"array([-2.66786125, -6.64711531])"
700,33583_i,"array([-2.42395345, -6.12899945])"
701,213442_w,"array([-2.8187767 , -6.10415809])"
702,237915_w,"array([-2.67217408, -6.31463528])"
703,25304_w,"array([-2.85895423, -6.41374878])"
704,253090_w,"array([-2.81901704, -5.97577577])"
705,262340_w,"array([-2.72331641, -6.00786494])"
706,287678_w,"array([-2.71783049, -6.22489583])"
707,289612_w,"array([-2.90321454, -6.04413096])"
708,408916_w,"array([-2.82194695, -6.21662806])"
709,450466_w,"array([-2.89093838, -6.29477774])"
710,465745_w,"array([-2.91358978, -6.80906956])"
711,598363_w,"array([-2.92144276, -6.18297669])"
712,603706_w,"array([-2.70829665, -6.1158899 ])"
713,82850_w,"array([-2.78030319, -6.33911788])"
714,89789_w,"array([-2.65130108, -6.41823272])"
715,33682_i,"array([-8.44869918, -6.4826808 ])"
716,616807_w,"array([-8.42490253, -6.30618845])"
717,33787_i,"array([-2.65737095, -4.78594166])"
718,247005_w,"array([-2.88763111, -4.28883791])"
719,279960_w,"array([-3.08115802, -4.51860659])"
720,281838_w,"array([-2.89680068, -4.3985018 ])"
721,322057_w,"array([-3.30607438, -4.55046429])"
722,323956_w,"array([-3.01131622, -4.59900546])"
723,324196_w,"array([-3.13001639, -4.31934697])"
724,447787_w,"array([-2.97488086, -5.61054368])"
725,467422_w,"array([-2.95867154, -4.49358677])"
726,473315_w,"array([-3.26799877, -4.66692107])"
727,473849_w,"array([-2.61432416, -5.51093604])"
728,48809_w,"array([-3.15165252, -4.62954034])"
729,576625_w,"array([-2.51696788, -4.42630524])"
730,621997_w,"array([-2.64613735, -4.20067136])"
731,63561_w,"array([-3.13476653, -4.42704762])"
732,65378_w,"array([-3.01917207, -4.39513659])"
733,695289_w,"array([-3.19547667, -4.53155228])"
734,695290_w,"array([-3.06111998, -4.70229024])"
735,695459_w,"array([-3.24724957, -4.42559789])"
736,85280_w,"array([-3.01283305, -4.28026564])"
737,34197_i,"array([ 1.55874158, -5.52890906])"
738,49311_w,"array([ 1.16799603, -5.57754634])"
739,34305_i,"array([-4.13370562, -6.96627938])"
740,34509_i,"array([-1.86555284, -4.65308534])"
741,34611_i,"array([0.80002725, 0.34836039])"
742,584719_w,"array([0.85776582, 0.5345942 ])"
743,34635_i,"array([-2.56961899, -5.89308459])"
744,439998_w,"array([-3.15972765, -5.86432355])"
745,535576_w,"array([-3.01864741, -5.803773  ])"
746,34741_i,"array([  1.7715102 , -12.03337426])"
747,328644_w,"array([  1.9465554 , -12.01418157])"
748,34950_i,"array([-1.36365564, -4.76936489])"
749,321549_w,"array([-0.86212285, -4.53432104])"
750,326122_w,"array([-0.9985979 , -4.56209004])"
751,330527_w,"array([-0.89714084, -4.64661965])"
752,598960_w,"array([-1.78625731, -5.44205205])"
753,35056_i,"array([-0.14595177, -7.15886399])"
754,35159_i,"array([-1.31384986, -7.30220485])"
755,35264_i,"array([-2.20682195, -6.13198916])"
756,35572_i,"array([-0.06236229, -4.54896728])"
757,263449_w,"array([ 0.16519907, -4.14279262])"
758,283406_w,"array([ 0.26767754, -4.28060662])"
759,299677_w,"array([ 0.42218454, -5.05684316])"
760,387200_w,"array([ 0.2984869, -4.1325862])"
761,79791_w,"array([ 0.3938593, -4.2395574])"
762,35673_i,"array([-2.28982624, -6.7237464 ])"
763,75411_w,"array([-2.70402912, -7.16073426])"
764,35697_i,"array([ 4.56897741, -5.85347195])"
765,328454_w,"array([ 4.55499703, -5.66338569])"
766,700918_w,"array([ 4.58789388, -6.04497176])"
767,35906_i,"array([-1.97803899, -7.94371245])"
768,318029_w,"array([-1.7287223 , -7.48989709])"
769,318108_w,"array([-1.98744502, -8.44600074])"
770,325611_w,"array([-2.227276  , -8.35760838])"
771,470339_w,"array([-2.12265961, -8.45332028])"
772,5714_w,"array([-2.33093882, -7.7739676 ])"
773,36318_i,"array([-0.79214756, -7.03682543])"
774,36423_i,"array([-2.89279987, -5.62011766])"
775,3655_i,"array([-2.29298794, -4.95282173])"
776,260275_w,"array([-1.56857955, -5.14573828])"
777,319375_w,"array([-2.40805176, -4.13720296])"
778,52758_w,"array([-2.75848455, -4.69888879])"
779,695267_w,"array([-2.69862211, -4.57927404])"
780,701629_w,"array([-2.54006784, -4.64552594])"
781,702324_w,"array([-2.64815265, -4.67370078])"
782,703287_w,"array([-2.59225193, -4.54746273])"
783,83525_w,"array([-2.55088367, -4.75817499])"
784,36630_i,"array([-1.04183794, -3.85315552])"
785,694871_w,"array([-0.80817576, -3.37170106])"
786,36761_i,"array([-1.71872793, -5.74880747])"
787,249096_w,"array([-1.79452263, -5.56417099])"
788,36864_i,"array([ 4.02891122, -9.5707817 ])"
789,331921_w,"array([ 4.06400191, -9.39796272])"
790,36970_i,"array([-0.95399152, -3.78646425])"
791,102592_w,"array([-0.63306408, -3.36077697])"
792,433182_w,"array([-1.43788707, -4.29053084])"
793,619406_w,"array([-0.60757494, -3.11154006])"
794,37074_i,"array([-2.37339683, -4.48353789])"
795,259206_w,"array([-2.6707407 , -4.06104322])"
796,307307_w,"array([-2.77944239, -3.98564482])"
797,403753_w,"array([-1.79703316, -5.36176479])"
798,86422_w,"array([-2.54864281, -3.97903187])"
799,37180_i,"array([-0.9950042 , -6.98773336])"
800,506881_w,"array([-1.00616963, -7.40451915])"
801,37478_i,"array([-1.87457673, -7.24379083])"
802,259088_w,"array([-2.25850607, -7.26818106])"
803,277894_w,"array([-2.18750277, -7.75412029])"
804,278198_w,"array([-2.28728472, -7.18358946])"
805,469542_w,"array([-2.09675479, -6.63120675])"
806,509046_w,"array([-2.17522758, -7.20738751])"
807,696236_w,"array([-2.08721764, -7.84147849])"
808,703572_w,"array([-2.1752155 , -7.89487173])"
809,37589_i,"array([-8.01002368, -3.52943576])"
810,37702_i,"array([-2.06053749, -4.47809737])"
811,271168_w,"array([-2.380977  , -3.99833376])"
812,334705_w,"array([-2.28580066, -3.95397988])"
813,335385_w,"array([-1.60549813, -4.26430262])"
814,601640_w,"array([-2.48576567, -4.08648271])"
815,37815_i,"array([-0.33335314, -5.824635  ])"
816,589181_w,"array([ 0.20618109, -5.77243999])"
817,37839_i,"array([-2.88140455, -4.64657859])"
818,38201_i,"array([-2.38122758, -6.77406895])"
819,380838_w,"array([-2.08146321, -6.49535715])"
820,38313_i,"array([-2.43592985, -5.49409646])"
821,346282_w,"array([-2.53668728, -5.45974456])"
822,38536_i,"array([-1.64562619, -6.1329976 ])"
823,38760_i,"array([ -6.87279319, -10.27145215])"
824,694431_w,"array([ -6.70708508, -10.32828356])"
825,38872_i,"array([-0.83748924, -7.30841522])"
826,542613_w,"array([-0.73023894, -7.62034199])"
827,73647_w,"array([-1.00006454, -8.01353941])"
828,39123_i,"array([-0.97001266, -4.10807094])"
829,281512_w,"array([-0.50920272, -3.86347638])"
830,301226_w,"array([-0.70797498, -3.69806082])"
831,60783_w,"array([-1.20898816, -4.43471167])"
832,61034_w,"array([-1.63290473, -4.66075512])"
833,69283_w,"array([-0.62936733, -3.80312427])"
834,69511_w,"array([-0.61046885, -3.61283364])"
835,69732_w,"array([-0.52584693, -3.71630942])"
836,69958_w,"array([-0.76479064, -3.58376305])"
837,39574_i,"array([-0.17100595, -4.79981741])"
838,112956_w,"array([ 0.40351493, -4.55113772])"
839,15564_w,"array([ 0.19444379, -4.52251151])"
840,252883_w,"array([ 0.03477698, -4.66241901])"
841,272040_w,"array([ 0.24323256, -4.66033452])"
842,620206_w,"array([ 0.61690594, -4.58721819])"
843,3959_i,"array([ 0.02066188, -7.29344262])"
844,39685_i,"array([-0.57734088, -5.24188522])"
845,157713_w,"array([-0.63962924, -5.66758027])"
846,318274_w,"array([-0.25182   , -4.95326815])"
847,39800_i,"array([-1.28422801, -4.35868591])"
848,26792_w,"array([-0.82088184, -3.9749157 ])"
849,275110_w,"array([-0.83836388, -4.08822509])"
850,616025_w,"array([-0.93940206, -3.95738325])"
851,40027_i,"array([-0.34756744, -4.82066628])"
852,40163_i,"array([-1.87594746, -6.85520776])"
853,223841_w,"array([-2.35565372, -6.91686738])"
854,262395_w,"array([-2.50853401, -6.75710257])"
855,300994_w,"array([-2.28119314, -6.98757282])"
856,320555_w,"array([-1.85519419, -5.87972063])"
857,322886_w,"array([-2.28115344, -7.36352383])"
858,324546_w,"array([-2.23596027, -7.45094617])"
859,704873_w,"array([-2.39267123, -7.21013159])"
860,76060_w,"array([-2.39140215, -7.05211412])"
861,82201_w,"array([-2.37570721, -7.31532041])"
862,40266_i,"array([-2.08132286, -5.74424996])"
863,429827_w,"array([-1.4537397 , -5.71210138])"
864,555968_w,"array([-2.58162802, -5.60673625])"
865,40370_i,"array([-0.44615226, -6.8822341 ])"
866,48577_w,"array([-0.31783901, -7.17326404])"
867,40469_i,"array([-1.44129746, -3.7986378 ])"
868,16304_w,"array([-1.41029709, -3.18369695])"
869,286182_w,"array([-1.26394147, -3.21425579])"
870,316757_w,"array([-1.13804474, -3.25490618])"
871,319566_w,"array([-1.04191287, -3.35255519])"
872,324624_w,"array([-1.14699321, -3.40467444])"
873,350093_w,"array([-1.25321454, -3.34612299])"
874,51592_w,"array([-1.36374414, -3.30066428])"
875,41090_i,"array([-2.20830273, -5.9720654 ])"
876,41194_i,"array([-1.60076119, -4.04542043])"
877,19785_w,"array([-1.79716129, -3.68799825])"
878,443334_w,"array([-1.88742021, -3.56813897])"
879,57584_w,"array([-1.4391158 , -3.47375862])"
880,41322_i,"array([1.05005178, 0.56401828])"
881,41531_i,"array([-3.72673244, -5.91111766])"
882,324465_w,"array([-4.19090144, -6.07033497])"
883,330387_w,"array([-4.27208103, -5.93669862])"
884,63788_w,"array([-4.5653768 , -5.81711099])"
885,41629_i,"array([-0.3509389 , -2.58560149])"
886,45825_w,"array([-0.29349454, -2.24633778])"
887,85974_w,"array([-0.12230591, -2.33153888])"
888,41732_i,"array([-2.18124164, -5.77964519])"
889,42039_i,"array([  3.76783963, -10.36448378])"
890,86874_w,"array([  3.93034045, -10.29743915])"
891,42142_i,"array([-0.0321543 , -6.77923417])"
892,409472_w,"array([ 0.46606914, -6.20627764])"
893,70211_w,"array([ 0.55874685, -6.90054127])"
894,42270_i,"array([-2.30704424, -6.06165041])"
895,20281_w,"array([-2.55609157, -6.1020571 ])"
896,250179_w,"array([-2.59710412, -6.1993594 ])"
897,308558_w,"array([-2.46818796, -6.23851046])"
898,42579_i,"array([-0.05761918, -7.30277305])"
899,307650_w,"array([ 0.51000356, -7.60758887])"
900,64924_w,"array([ 0.06343131, -7.48563985])"
901,4266_i,"array([-4.34829856, -6.16993106])"
902,87773_w,"array([-3.88156101, -6.03389384])"
903,42889_i,"array([-0.34250908, -7.33516861])"
904,305897_w,"array([ 0.23485231, -7.78668997])"
905,42993_i,"array([-1.07205896, -7.12703021])"
906,43096_i,"array([-0.69363592, -4.10288273])"
907,48351_w,"array([-0.83431587, -3.83916004])"
908,555535_w,"array([-0.31161826, -3.73535252])"
909,43300_i,"array([-3.80656426, -3.89490228])"
910,517189_w,"array([-3.37195971, -4.06293175])"
911,43325_i,"array([ 4.38984132, -1.76128202])"
912,319646_w,"array([ 4.45077481, -1.9261555 ])"
913,43534_i,"array([-0.67007324, -6.12071381])"
914,329347_w,"array([-0.08727339, -5.93008904])"
915,43740_i,"array([-2.3100814 , -5.74268785])"
916,43842_i,"array([-0.18867422,  0.9276738 ])"
917,27782_w,"array([-0.39815663,  0.99257836])"
918,58967_w,"array([-0.06026879,  0.75365595])"
919,693996_w,"array([-0.31617897,  0.75140014])"
920,695890_w,"array([0.01600789, 1.00010964])"
921,699014_w,"array([-0.19218188,  1.14544213])"
922,43946_i,"array([ 4.46183061, -4.18847475])"
923,329656_w,"array([ 4.41570402, -4.01746015])"
924,44048_i,"array([-0.05601962, -6.98770489])"
925,44381_i,"array([-2.31845247, -5.37272343])"
926,23539_w,"array([-2.77696697, -5.23748708])"
927,250350_w,"array([-2.56217569, -5.28615023])"
928,278137_w,"array([-2.71208757, -5.44004868])"
929,322139_w,"array([-2.66509105, -5.05576861])"
930,695899_w,"array([-2.72314176, -5.31506448])"
931,698068_w,"array([-2.57252979, -5.10368927])"
932,44484_i,"array([-0.33893829, -6.96827644])"
933,44791_i,"array([-0.24032503, -6.58773017])"
934,44996_i,"array([-0.29789934, -6.82008946])"
935,45101_i,"array([-0.08788219, -6.64929049])"
936,45541_i,"array([-1.63644218, -4.83433864])"
937,45646_i,"array([-4.09805113, -4.92038815])"
938,23291_w,"array([-3.61263304, -5.14928685])"
939,45750_i,"array([-1.56096649, -7.11835704])"
940,114785_w,"array([-1.78001079, -7.67024095])"
941,319965_w,"array([-1.95272174, -7.1738899 ])"
942,320046_w,"array([-1.76794465, -7.76288901])"
943,320125_w,"array([-1.70016168, -7.83237021])"
944,322624_w,"array([-1.67125747, -7.70587622])"
945,326864_w,"array([-1.83219993, -7.83684427])"
946,388726_w,"array([-1.95871295, -7.27897015])"
947,477635_w,"array([-1.9997034, -6.9872448])"
948,586709_w,"array([-1.57972896, -7.72505102])"
949,4576_i,"array([-7.49711026, -2.07054629])"
950,72768_w,"array([-7.32543742, -2.11133314])"
951,45851_i,"array([-2.30330796, -7.08809441])"
952,17048_w,"array([-2.61657433, -7.66511298])"
953,319024_w,"array([-2.7231122 , -7.37657464])"
954,346884_w,"array([-2.77200223, -7.50385267])"
955,618895_w,"array([-2.52044953, -8.01441783])"
956,66081_w,"array([-2.64624417, -7.51209549])"
957,66311_w,"array([-2.72225056, -7.61442836])"
958,45954_i,"array([-2.05744554, -6.77715589])"
959,463051_w,"array([-2.49328706, -7.1446371 ])"
960,46059_i,"array([-1.35589031, -6.56241513])"
961,46162_i,"array([-1.05256632, -9.42259935])"
962,46265_i,"array([-2.20011584, -6.63320291])"
963,216271_w,"array([-2.51013506, -7.00312204])"
964,241430_w,"array([-2.50290468, -6.88872885])"
965,308478_w,"array([-2.60824676, -6.78167588])"
966,319885_w,"array([-2.6091022 , -6.95362774])"
967,80008_w,"array([-2.65873934, -6.86828185])"
968,98460_w,"array([-2.61154215, -7.06085417])"
969,46470_i,"array([-1.36562305, -5.40345245])"
970,585553_w,"array([-1.00333549, -5.04828805])"
971,694361_w,"array([-1.17203103, -5.13886527])"
972,46495_i,"array([-1.01585252, -6.32964515])"
973,196000_w,"array([-1.12980311, -5.45828626])"
974,228568_w,"array([-0.69345668, -6.01952051])"
975,235028_w,"array([-0.64267475, -6.38302457])"
976,236645_w,"array([-0.531198  , -5.85885727])"
977,242249_w,"array([-0.63844868, -5.85390337])"
978,253479_w,"array([-0.77927284, -6.08105579])"
979,257616_w,"array([-1.65893698, -6.6919594 ])"
980,303175_w,"array([-0.87256914, -6.01560219])"
981,306827_w,"array([-0.72220221, -5.90494534])"
982,312671_w,"array([-0.5310649 , -6.22077225])"
983,322464_w,"array([-0.79325837, -5.96922505])"
984,325211_w,"array([-1.30258203, -6.21282803])"
985,329870_w,"array([-1.24038494, -6.09594353])"
986,36261_w,"array([-0.58705834, -6.080682  ])"
987,369000_w,"array([-0.62377552, -6.20216203])"
988,37467_w,"array([-0.94577285, -6.47721387])"
989,406615_w,"array([-0.77651361, -6.18999086])"
990,474932_w,"array([-0.72986747, -5.77741319])"
991,47890_w,"array([-1.57626569, -6.71241844])"
992,557623_w,"array([-0.92359715, -5.91392497])"
993,624079_w,"array([-0.77107475, -6.39168836])"
994,6741_w,"array([-0.96753371, -6.05147018])"
995,695858_w,"array([-0.50048303, -6.05540276])"
996,700212_w,"array([-0.83307013, -5.86525015])"
997,9072_w,"array([-0.51926966, -5.96150593])"
998,46597_i,"array([-1.02575651, -6.18525581])"
999,46699_i,"array([-0.20231493, -7.28050335])"
1000,46803_i,"array([-0.11831716, -7.23552526])"
1001,46906_i,"array([-4.93053731, -5.14240787])"
1002,317783_w,"array([-4.34931959, -5.39412153])"
1003,47008_i,"array([-0.47590867, -6.57665757])"
1004,47109_i,"array([-0.3821441 , -6.79974591])"
1005,319186_w,"array([-0.11204658, -6.75911554])"
1006,47213_i,"array([-1.24454125, -7.33329996])"
1007,331263_w,"array([-1.40657062, -7.94663544])"
1008,703127_w,"array([-1.28740482, -7.97996706])"
1009,47314_i,"array([-0.39013525, -7.07621459])"
1010,319725_w,"array([ 0.32680956, -7.45771336])"
1011,47418_i,"array([-0.11037724, -7.08997753])"
1012,47522_i,"array([ 0.00960006, -7.18654255])"
1013,47547_i,"array([ 5.14450807, -3.84547812])"
1014,413961_w,"array([ 5.03757305, -4.00623933])"
1015,630049_w,"array([ 5.33681752, -3.87139308])"
1016,74083_w,"array([ 5.0538892 , -3.67142236])"
1017,47650_i,"array([-0.38824029, -7.22806555])"
1018,47754_i,"array([ 6.08306724, -6.43205753])"
1019,325449_w,"array([ 6.11220555, -6.62951248])"
1020,697531_w,"array([ 6.18172193, -6.26711263])"
1021,699838_w,"array([ 5.88536824, -6.44299253])"
1022,47858_i,"array([-7.90986429, -3.12074079])"
1023,47960_i,"array([-1.01499903, -7.86021919])"
1024,321628_w,"array([-0.96125775, -7.62416447])"
1025,321790_w,"array([-0.94252384, -8.44067463])"
1026,48064_i,"array([-8.16025611, -3.14209698])"
1027,48269_i,"array([-4.62071262,  0.39733697])"
1028,700028_w,"array([-4.74857983,  0.51828132])"
1029,48372_i,"array([-4.5135652 , -6.11279412])"
1030,332308_w,"array([-4.90797768, -6.17745347])"
1031,48476_i,"array([-0.43070192, -4.64575586])"
1032,36968_w,"array([-0.05014686, -4.37114629])"
1033,48580_i,"array([ -3.45932043, -12.44937564])"
1034,326522_w,"array([ -3.29616415, -12.51434006])"
1035,48605_i,"array([-2.91814729, -5.89937666])"
1036,697028_w,"array([-3.42356076, -5.93395704])"
1037,70672_w,"array([-3.51084694, -5.85263705])"
1038,48630_i,"array([-2.67754426, -5.66590754])"
1039,315344_w,"array([-3.00654676, -5.35561292])"
1040,693887_w,"array([-3.07816285, -5.68999733])"
1041,695685_w,"array([-3.11237709, -5.32716548])"
1042,699832_w,"array([-3.09946694, -5.56690614])"
1043,74978_w,"array([-3.12614463, -5.44063789])"
1044,48733_i,"array([-1.50264983, -4.43436446])"
1045,4878_i,"array([-0.54839687, -7.03144109])"
1046,85750_w,"array([-0.26871757, -7.66862387])"
1047,48833_i,"array([-2.86681679, -5.31888995])"
1048,55289_w,"array([-3.30979682, -5.08401245])"
1049,48920_i,"array([ 5.07056644, -7.35701852])"
1050,79359_w,"array([ 4.91937216, -7.26731761])"
1051,49004_i,"array([-1.23613212,  1.39434016])"
1052,328806_w,"array([-1.10258614,  1.50728978])"
1053,49087_i,"array([-0.18213115, -6.98205941])"
1054,49172_i,"array([-0.393412  , -6.91943933])"
1055,49256_i,"array([-0.66888707, -5.31819673])"
1056,49340_i,"array([ 0.23645964, -3.60224572])"
1057,49425_i,"array([-0.01901003, -7.41854701])"
