# index, _pos
157,"array([5.07630906, 6.48421698])"
158,"array([5.03641923, 6.60301671])"
159,"array([4.70239295, 6.5586557 ])"
160,"array([5.06029014, 6.30445511])"
161,"array([4.68134288, 6.35244049])"
162,"array([4.85741746, 6.76207363])"
163,"array([4.6116601 , 6.60282681])"
164,"array([4.67671082, 6.68888782])"
165,"array([5.14067586, 6.56935056])"
166,"array([4.90146919, 6.36776035])"
167,"array([4.72930391, 6.90485948])"
168,"array([4.89542971, 6.84408252])"
169,"array([4.96848515, 6.45303794])"
170,"array([4.53145024, 6.50494169])"
171,"array([5.01931443, 6.32242577])"
172,"array([4.66024721, 6.90654623])"
173,"array([4.72551338, 6.31246685])"
174,"array([4.9632768 , 6.64402239])"
175,"array([4.6028587 , 6.52665521])"
176,"array([4.78381243, 6.91098997])"
177,"array([4.81388618, 6.69586152])"
178,"array([4.64792319, 6.93503713])"
179,"array([4.68244364, 6.60007566])"
180,"array([5.15672612, 6.95182503])"
181,"array([4.9116375 , 6.90694891])"
182,"array([4.97833271, 6.43370414])"
183,"array([4.69039149, 7.04071886])"
184,"array([4.7661184 , 7.00682185])"
185,"array([4.95485798, 6.73323419])"
186,"array([4.66064021, 6.98559469])"
187,"array([5.1479968 , 6.53877132])"
188,"array([4.53238346, 6.59142062])"
189,"array([4.66193778, 6.61738282])"
190,"array([4.73703167, 6.83848559])"
191,"array([5.02770369, 6.49148497])"
192,"array([4.56658648, 6.6606799 ])"
193,"array([4.75016818, 6.9266683 ])"
194,"array([4.98169768, 6.92978445])"
195,"array([4.83133701, 6.26833491])"
196,"array([4.73877225, 6.9863666 ])"
197,"array([4.52255101, 6.6236987 ])"
198,"array([5.11614967, 6.5679497 ])"
199,"array([5.00467634, 6.97388519])"
200,"array([5.10076468, 6.58833892])"
201,"array([4.91676464, 6.49811273])"
202,"array([4.62860563, 6.84469523])"
203,"array([4.67201548, 6.65790942])"
204,"array([4.99015269, 6.55497652])"
205,"array([4.87960926, 6.45772358])"
206,"array([4.96727929, 6.51302467])"
207,"array([4.84386165, 7.03099402])"
208,"array([4.99237415, 6.27330539])"
209,"array([4.82558067, 6.24514612])"
210,"array([5.06037548, 6.45546202])"
211,"array([4.88114324, 6.40871646])"
212,"array([4.67283493, 6.7836286 ])"
213,"array([4.94064963, 6.2704187 ])"
214,"array([4.62492886, 6.95028514])"
215,"array([4.8329296 , 6.32466266])"
216,"array([4.54431006, 6.92648879])"
217,"array([4.78654562, 6.32743683])"
218,"array([4.9796306 , 6.53024046])"
219,"array([4.71833978, 6.4691633 ])"
220,"array([4.94869994, 6.32745843])"
221,"array([4.94865767, 6.94853265])"
222,"array([4.82201832, 6.96588615])"
223,"array([5.12329571, 6.58887575])"
224,"array([5.02405962, 6.72233135])"
225,"array([4.64263071, 6.39458659])"
226,"array([4.60406659, 6.45723167])"
227,"array([4.6915105 , 6.65031479])"
228,"array([4.61210047, 6.91895636])"
229,"array([4.69387993, 6.53504121])"
230,"array([4.59579827, 6.50550603])"
231,"array([4.65599844, 6.58739304])"
232,"array([4.44617123, 6.75444751])"
233,"array([4.76424732, 6.28396123])"
234,"array([4.96586147, 6.55716242])"
235,"array([4.72877997, 6.49112985])"
236,"array([4.53177413, 6.76387278])"
237,"array([4.94173579, 6.88764537])"
238,"array([4.7350061 , 6.86970663])"
239,"array([4.75876187, 6.89533522])"
240,"array([4.91561852, 6.87862543])"
241,"array([4.89019169, 6.87954833])"
242,"array([5.00672709, 6.34842726])"
243,"array([4.62363945, 6.62972269])"
244,"array([4.67394397, 6.51634136])"
245,"array([4.66209285, 6.75371816])"
246,"array([5.13679731, 6.60772728])"
247,"array([5.03434871, 6.65300664])"
248,"array([4.89030869, 6.71105286])"
249,"array([4.6152216 , 6.65735802])"
250,"array([4.6930562 , 6.80420347])"
251,"array([4.60179914, 6.55299627])"
252,"array([4.78766799, 6.98331345])"
253,"array([5.17722556, 6.54239921])"
254,"array([4.45538028, 6.60478783])"
255,"array([4.87877132, 7.06111674])"
256,"array([4.6288996 , 6.89379376])"
257,"array([4.56017202, 6.54442032])"
258,"array([4.61453988, 6.78410293])"
259,"array([4.60210379, 6.67820748])"
260,"array([4.62755893, 6.81042469])"
261,"array([4.62424758, 6.68300711])"
262,"array([5.01123161, 6.45481234])"
263,"array([5.0345218 , 6.30166368])"
264,"array([4.8121912 , 7.05359946])"
265,"array([4.6822995 , 6.91945503])"
266,"array([4.86274369, 6.89645154])"
267,"array([4.83065337, 6.75329102])"
268,"array([4.83749501, 6.30384626])"
269,"array([5.08744358, 6.29669592])"
270,"array([4.58304154, 6.93724887])"
271,"array([5.16242019, 6.65203114])"
272,"array([4.84740415, 6.9508766 ])"
273,"array([4.64418449, 6.78092741])"
274,"array([4.72188333, 7.00912388])"
275,"array([4.64957611, 6.7348429 ])"
276,"array([4.91469829, 6.64438549])"
277,"array([4.76241409, 6.86018419])"
278,"array([4.70382931, 6.38062068])"
279,"array([4.81541244, 7.01047836])"
280,"array([4.99929381, 7.00709808])"
281,"array([4.87977293, 6.9524183 ])"
282,"array([4.83611711, 6.92085595])"
283,"array([5.0830928 , 6.92065449])"
284,"array([5.05066241, 6.92288033])"
285,"array([4.96396098, 7.09176141])"
286,"array([4.9573964 , 7.01572437])"
287,"array([5.16491779, 6.5620073 ])"
288,"array([4.55059721, 6.40947913])"
289,"array([5.25130717, 6.58922058])"
290,"array([5.18050664, 6.44381451])"
291,"array([5.15741965, 6.67705714])"
292,"array([4.91321756, 7.00245547])"
293,"array([4.92587167, 6.6700882 ])"
294,"array([4.61034845, 6.86765929])"
295,"array([4.78263589, 6.93977659])"
296,"array([5.11080079, 6.40925891])"
297,"array([4.58400798, 6.80322421])"
298,"array([5.09880348, 6.60852464])"
299,"array([4.68972874, 7.00183915])"
300,"array([5.13953807, 6.65458644])"
301,"array([5.0110301 , 6.65847146])"
302,"array([4.86102771, 7.11318437])"
303,"array([4.82115831, 6.28787056])"
304,"array([5.12470619, 6.64046302])"
305,"array([4.936919  , 6.64549662])"
306,"array([5.00466208, 6.53179315])"
307,"array([5.05733759, 6.64168377])"
308,"array([4.5755482 , 6.82972112])"
309,"array([5.06872947, 6.55521388])"
310,"array([4.97253917, 6.66465409])"
311,"array([5.01959878, 6.54800572])"
312,"array([5.03451929, 7.02228383])"
313,"array([5.07222454, 6.43315112])"
314,"array([5.15388554, 6.58567272])"
315,"array([4.77946571, 7.06927359])"
316,"array([4.7420647 , 7.06818433])"
317,"array([4.64312934, 6.33543448])"
318,"array([4.90137915, 6.413723  ])"
319,"array([4.91143445, 6.2246147 ])"
320,"array([4.76156751, 6.20882054])"
321,"array([4.55332301, 6.47763778])"
322,"array([4.55643531, 6.38212205])"
323,"array([4.78165175, 6.48981762])"
324,"array([4.71842272, 6.41750377])"
325,"array([4.57080855, 6.51130957])"
326,"array([4.38402317, 6.3954865 ])"
327,"array([4.84901682, 6.16030889])"
328,"array([4.92438792, 6.14898699])"
329,"array([4.81043819, 6.59205444])"
330,"array([4.78302094, 6.56231054])"
331,"array([4.67952725, 6.37207941])"
332,"array([4.47785909, 6.30310429])"
333,"array([4.66645846, 6.1092588 ])"
334,"array([4.74312025, 6.51725118])"
335,"array([4.51470736, 6.2663495 ])"
336,"array([4.57757694, 6.34876877])"
337,"array([4.33516676, 6.3978584 ])"
338,"array([4.62464515, 6.50962673])"
339,"array([4.83607273, 6.34859304])"
340,"array([4.51009704, 6.3749117 ])"
341,"array([4.89420864, 6.43727087])"
342,"array([4.58258072, 6.37321928])"
343,"array([4.45964727, 6.40291561])"
344,"array([4.57301529, 6.44316915])"
345,"array([4.63155883, 6.5840678 ])"
346,"array([4.88591439, 6.49502792])"
347,"array([4.59891132, 6.15107773])"
348,"array([4.81042316, 6.53336608])"
349,"array([4.56895432, 6.27455643])"
350,"array([4.58018295, 6.46634184])"
351,"array([4.42507914, 6.48398804])"
352,"array([4.63277109, 6.14216979])"
353,"array([4.32116034, 6.19087653])"
354,"array([4.72392474, 6.58738973])"
355,"array([4.7285806 , 6.55018695])"
356,"array([4.83410961, 6.53009759])"
357,"array([4.73099249, 6.11688718])"
358,"array([4.57266025, 6.30236781])"
359,"array([4.57936111, 6.32685627])"
360,"array([4.77331162, 6.3062117 ])"
361,"array([4.66501934, 6.19448934])"
362,"array([4.56961551, 6.19264988])"
363,"array([4.45058434, 6.35609321])"
364,"array([4.70246506, 6.32309651])"
365,"array([4.76874579, 6.60538896])"
366,"array([4.65315839, 6.37242332])"
367,"array([4.35686537, 6.19458294])"
368,"array([4.42659986, 6.08777031])"
369,"array([4.33084868, 6.15925561])"
370,"array([4.58203508, 6.39444707])"
371,"array([4.76369307, 6.10316892])"
372,"array([4.57325836, 6.10525674])"
373,"array([4.65843234, 6.08082239])"
374,"array([4.70237957, 6.12021906])"
375,"array([4.71946528, 6.23006619])"
376,"array([4.66838813, 6.22173251])"
377,"array([4.4507566 , 6.31406771])"
378,"array([4.54512138, 6.02651375])"
379,"array([4.72025452, 6.18797346])"
380,"array([4.69643186, 6.14488499])"
381,"array([4.55225655, 6.22898045])"
382,"array([4.65720847, 6.16602972])"
383,"array([4.7638885 , 6.13314951])"
384,"array([4.5735394 , 6.16607089])"
385,"array([4.80036061, 6.4730824 ])"
386,"array([4.62076237, 6.17045336])"
387,"array([4.61623214, 6.00750039])"
388,"array([4.59598069, 6.43512525])"
389,"array([4.58185213, 6.22005092])"
390,"array([4.81138688, 6.43447953])"
391,"array([4.3204869, 6.1084031])"
392,"array([4.52262484, 6.23112829])"
393,"array([4.69468745, 6.23126702])"
394,"array([4.55275027, 6.34267912])"
395,"array([4.63317903, 6.11044761])"
396,"array([4.62951801, 6.19623456])"
397,"array([4.63085206, 6.2862024 ])"
398,"array([4.36564723, 6.12938406])"
399,"array([4.73198581, 6.36951735])"
400,"array([4.80800868, 6.41166353])"
401,"array([4.41874844, 6.27759629])"
402,"array([4.67232199, 6.25446417])"
403,"array([4.71926141, 6.09119261])"
404,"array([4.72554616, 6.38969335])"
405,"array([4.40413118, 6.25473119])"
406,"array([4.47208958, 6.03859542])"
407,"array([4.36961092, 6.34258708])"
408,"array([4.42868648, 6.23909799])"
409,"array([4.50141735, 6.29597365])"
410,"array([4.60504726, 6.30560852])"
411,"array([4.33721456, 6.37004088])"
412,"array([4.52432611, 6.29287795])"
413,"array([4.38957704, 6.31715659])"
414,"array([4.36083229, 6.29899217])"
415,"array([4.45170072, 6.20176887])"
416,"array([4.59935408, 6.58423189])"
417,"array([4.42627394, 6.04831968])"
418,"array([4.4960776 , 6.24057717])"
419,"array([4.49391537, 6.3290761 ])"
420,"array([4.51803702, 6.32053864])"
421,"array([4.54365077, 6.25900611])"
422,"array([4.65668458, 6.30351225])"
423,"array([4.68777646, 6.17559359])"
424,"array([4.68793575, 6.0939057 ])"
425,"array([4.73815756, 6.21206745])"
426,"array([4.66593389, 6.14259363])"
427,"array([4.53854271, 6.20544054])"
428,"array([4.37899777, 6.27272989])"
429,"array([4.78684513, 6.34757839])"
430,"array([4.67399264, 6.32591288])"
431,"array([4.51917236, 6.35063804])"
432,"array([4.43076474, 6.33976488])"
433,"array([4.78400417, 6.20206748])"
434,"array([4.40737695, 6.51307127])"
435,"array([4.40580773, 6.35123725])"
436,"array([4.3127125 , 6.23087707])"
437,"array([4.98679523, 6.69762255])"
438,"array([4.8862272 , 6.32298341])"
439,"array([4.88506529, 6.23170875])"
440,"array([5.22426439, 6.62509933])"
441,"array([4.86960101, 6.48132125])"
442,"array([4.92461003, 6.24845974])"
443,"array([5.22818242, 6.46702867])"
444,"array([5.01371021, 6.16358989])"
445,"array([4.91320481, 6.5236871 ])"
446,"array([4.92655907, 6.41537564])"
447,"array([4.79622876, 6.61121643])"
448,"array([5.13523428, 6.32419002])"
449,"array([5.10597762, 6.65930826])"
450,"array([4.95159944, 6.53857815])"
451,"array([4.83304216, 6.47528097])"
452,"array([4.93867512, 6.51982539])"
453,"array([5.01234425, 6.28539937])"
454,"array([5.40609088, 6.48962276])"
455,"array([4.9497624 , 6.62283009])"
456,"array([4.87116191, 6.68437092])"
457,"array([5.29175249, 6.24529948])"
458,"array([5.42091832, 6.3934997 ])"
459,"array([5.39111529, 6.40351797])"
460,"array([5.21742933, 6.29764134])"
461,"array([5.38528386, 6.4652424 ])"
462,"array([5.12466355, 6.51147311])"
463,"array([5.18904516, 6.47604043])"
464,"array([5.11039803, 6.33496807])"
465,"array([4.91923469, 6.75733128])"
466,"array([5.14439888, 6.39736731])"
467,"array([5.10637922, 6.27580573])"
468,"array([5.19560831, 6.49856875])"
469,"array([5.05809735, 6.24364906])"
470,"array([5.03607004, 6.27334141])"
471,"array([4.94395393, 6.49597171])"
472,"array([5.05114911, 6.21970208])"
473,"array([4.91589699, 6.70058894])"
474,"array([5.35555673, 6.36173376])"
475,"array([5.40359934, 6.43099841])"
476,"array([5.32911222, 6.4015402 ])"
477,"array([5.32975611, 6.27439153])"
478,"array([5.05143799, 6.5068817 ])"
479,"array([4.78133879, 6.46387387])"
480,"array([5.10657161, 6.24419771])"
481,"array([5.13322369, 6.18393873])"
482,"array([5.13196786, 6.23340381])"
483,"array([5.16714372, 6.2031026 ])"
484,"array([5.1027636 , 6.17467073])"
485,"array([5.11981101, 6.21182834])"
486,"array([5.01585339, 6.81612072])"
487,"array([5.4145713 , 6.55244882])"
488,"array([5.26596796, 6.52642247])"
489,"array([5.02650333, 6.19145157])"
490,"array([5.04846788, 6.1785151 ])"
491,"array([5.39026136, 6.36878341])"
492,"array([5.31497187, 6.30543037])"
493,"array([5.34414799, 6.31069279])"
494,"array([5.32159651, 6.34248032])"
495,"array([5.25720799, 6.32291117])"
496,"array([5.26023006, 6.22509979])"
497,"array([5.41618046, 6.45831067])"
498,"array([5.33730496, 6.43190382])"
499,"array([5.20860852, 6.3436931 ])"
500,"array([5.01216898, 6.39304205])"
501,"array([5.10661114, 6.31197534])"
502,"array([5.23277636, 6.26501492])"
503,"array([5.25072791, 6.40115756])"
504,"array([5.09596388, 6.20030315])"
505,"array([5.36869984, 6.43929682])"
506,"array([4.99504151, 6.67146534])"
507,"array([5.24565126, 6.29197972])"
508,"array([5.19804396, 6.56385337])"
509,"array([5.21667826, 6.52049903])"
510,"array([5.29121824, 6.53710599])"
511,"array([5.10372942, 6.52335   ])"
512,"array([5.17954552, 6.73710072])"
513,"array([5.05803206, 6.68660888])"
514,"array([5.23705147, 6.68525027])"
515,"array([5.15616213, 6.74285909])"
516,"array([5.38152734, 6.73063357])"
517,"array([5.21763759, 6.70649697])"
518,"array([5.17397613, 6.62509368])"
519,"array([5.20743738, 6.58851259])"
520,"array([5.12672043, 6.67483875])"
521,"array([5.24223449, 6.61145169])"
522,"array([5.19094672, 6.71039779])"
523,"array([5.2138075 , 6.66987146])"
524,"array([5.23670803, 6.4921517 ])"
525,"array([5.13912329, 6.44678162])"
526,"array([5.1308849 , 6.54807944])"
527,"array([5.27126093, 6.55651752])"
528,"array([4.8512663 , 6.46105536])"
529,"array([5.28258368, 6.63614921])"
530,"array([5.32053076, 6.73181572])"
531,"array([5.22887983, 6.58457023])"
532,"array([5.2392747 , 6.70900264])"
533,"array([5.2379199 , 6.66010971])"
534,"array([5.34923533, 6.69245512])"
535,"array([5.20277952, 6.72735252])"
536,"array([5.28621176, 6.66096996])"
537,"array([5.37749041, 6.66612603])"
538,"array([5.03107052, 6.67685176])"
539,"array([5.26273964, 6.70073284])"
540,"array([5.26108504, 6.6584765 ])"
541,"array([4.97428905, 6.86859488])"
542,"array([5.24801919, 6.63941021])"
543,"array([5.26347882, 6.68066927])"
544,"array([5.1175051 , 6.61902801])"
545,"array([5.26472204, 6.62024459])"
546,"array([5.18768866, 6.60334722])"
547,"array([5.20638504, 6.61700204])"
548,"array([4.83903923, 6.22058667])"
549,"array([5.08141846, 6.50886525])"
550,"array([5.09020534, 6.73932486])"
551,"array([5.13408041, 6.78337133])"
552,"array([4.99496118, 6.59040186])"
553,"array([4.9854501 , 6.47050681])"
554,"array([5.19113341, 6.66389577])"
555,"array([5.11526509, 6.92057037])"
556,"array([5.12808938, 6.8066817 ])"
557,"array([5.1070181 , 6.79168041])"
558,"array([5.2102001 , 6.75173981])"
559,"array([5.13384349, 6.94547071])"
560,"array([5.39293088, 6.77748969])"
561,"array([5.17934287, 6.81354791])"
562,"array([5.22894132, 6.87570934])"
563,"array([5.25621455, 6.86539223])"
564,"array([5.03351753, 6.52271746])"
565,"array([5.22638262, 6.90750878])"
566,"array([5.08743719, 6.83606309])"
567,"array([5.29373409, 6.68310575])"
568,"array([5.18917468, 6.8979147 ])"
569,"array([5.12572057, 6.88958406])"
570,"array([5.26356957, 6.49823464])"
571,"array([5.32116839, 6.68326225])"
572,"array([5.24270589, 6.51376005])"
573,"array([5.20760981, 6.54111903])"
574,"array([5.20110475, 6.8208503 ])"
575,"array([5.1419842 , 6.75979871])"
576,"array([5.33578576, 6.79160951])"
577,"array([5.2247167 , 6.38862746])"
578,"array([5.10355426, 6.81691322])"
579,"array([5.16563757, 6.7686015 ])"
580,"array([5.03384026, 6.40937057])"
581,"array([4.94906428, 6.66909821])"
582,"array([5.07831603, 6.72116951])"
583,"array([5.26863901, 6.74912631])"
584,"array([5.24435218, 6.75293258])"
585,"array([5.25614171, 6.7287738 ])"
586,"array([5.28050946, 6.71767559])"
587,"array([5.25335133, 6.77618966])"
588,"array([5.28982774, 6.73951455])"
589,"array([5.22859329, 6.73645195])"
590,"array([5.2807286, 6.7736253])"
591,"array([5.26869973, 6.80100239])"
592,"array([5.27601013, 6.82961824])"
593,"array([5.29338105, 6.79898602])"
594,"array([5.18962576, 6.76249699])"
595,"array([5.18694676, 6.7895565 ])"
596,"array([5.22903847, 6.8271255 ])"
597,"array([5.24036476, 6.80249689])"
598,"array([5.11340046, 6.83689901])"
599,"array([5.15378091, 6.81054091])"
600,"array([5.22939761, 6.77430126])"
601,"array([5.20673111, 6.77739908])"
602,"array([5.14447269, 6.85268763])"
603,"array([5.16289939, 6.83370567])"
604,"array([5.19407116, 6.86841118])"
605,"array([5.18990188, 6.84395877])"
606,"array([5.21356165, 6.84827027])"
607,"array([5.13875334, 6.82873747])"
608,"array([5.25162261, 6.83677445])"
609,"array([5.3478836 , 6.75786206])"
610,"array([4.82646849, 6.40214147])"
611,"array([5.24696505, 6.37045163])"
612,"array([5.04168604, 6.95589135])"
613,"array([5.30496586, 6.70841708])"
614,"array([4.83620137, 6.66919773])"
615,"array([4.8982769 , 6.67883245])"
616,"array([4.86398639, 6.71319923])"
617,"array([4.67976665, 6.85888453])"
618,"array([5.31652541, 6.82217411])"
619,"array([5.10864089, 6.45756985])"
620,"array([5.15163927, 6.92194325])"
621,"array([5.08378142, 6.32453383])"
622,"array([5.23853297, 6.34511428])"
623,"array([5.2745217 , 6.41741792])"
624,"array([5.29593806, 6.36820587])"
625,"array([5.26833664, 6.3799168 ])"
626,"array([5.20500193, 6.36878608])"
627,"array([5.12924913, 6.2979361 ])"
628,"array([5.27012567, 6.35219153])"
629,"array([4.84818683, 6.50245996])"
630,"array([4.94922386, 6.41453631])"
631,"array([5.22522403, 6.32360472])"
632,"array([5.31543289, 6.45383682])"
633,"array([4.83687752, 6.60427626])"
634,"array([4.79621846, 6.63915642])"
635,"array([5.08044159, 6.26443549])"
636,"array([4.9384396 , 6.56452345])"
637,"array([4.96108947, 6.6892013 ])"
638,"array([4.82956711, 6.55155199])"
639,"array([5.03864358, 6.86504185])"
640,"array([5.3003891 , 6.42396721])"
641,"array([5.28803041, 6.44935215])"
642,"array([5.43950038, 6.78509841])"
643,"array([4.90410403, 6.62008647])"
644,"array([5.15363937, 6.89161017])"
645,"array([5.03037169, 6.98928897])"
646,"array([5.14993   , 7.00383151])"
647,"array([5.06094036, 6.99807907])"
648,"array([5.20530443, 7.01638964])"
649,"array([5.10659929, 7.0028312 ])"
650,"array([5.320094  , 6.48719208])"
651,"array([4.89104016, 6.65475547])"
652,"array([5.36160696, 6.40493813])"
653,"array([5.46757958, 6.89068606])"
654,"array([5.08587008, 6.89257974])"
655,"array([5.16667373, 6.8676105 ])"
656,"array([4.33994663, 6.25504918])"
657,"array([4.44667316, 6.28537521])"
658,"array([4.85604509, 6.27771042])"
659,"array([4.56498211, 6.58725968])"
660,"array([4.54683592, 6.52468804])"
661,"array([4.37176656, 6.5709896 ])"
662,"array([4.44234403, 6.51200817])"
