# index, _pos
265,"array([3.88175399, 4.65292731])"
266,"array([3.85237027, 4.46894268])"
267,"array([3.83618388, 4.50622594])"
268,"array([3.84362711, 4.44376944])"
269,"array([3.80607222, 4.472166  ])"
270,"array([3.81865731, 4.44398695])"
271,"array([3.90075674, 4.62306082])"
272,"array([3.61651983, 4.75675152])"
273,"array([3.80910968, 4.58669478])"
274,"array([3.82427058, 4.54217541])"
275,"array([3.80526605, 4.50241686])"
276,"array([3.86096949, 4.57668515])"
277,"array([3.85839495, 4.60351427])"
278,"array([3.74774432, 4.60133353])"
279,"array([3.41119414, 4.70217399])"
280,"array([3.48949926, 4.5270142 ])"
281,"array([3.63422076, 4.52688603])"
282,"array([3.64886022, 4.51251906])"
283,"array([3.71477415, 4.54139066])"
284,"array([3.54677814, 4.26606914])"
285,"array([3.55495165, 4.32073284])"
286,"array([3.42946471, 4.45914523])"
287,"array([3.58267142, 4.59960978])"
288,"array([3.66343476, 4.34705908])"
289,"array([3.65188722, 4.30150885])"
290,"array([3.69847341, 4.62145354])"
291,"array([3.68938577, 4.46102932])"
292,"array([3.7433545 , 4.37687694])"
293,"array([3.64468373, 4.36162252])"
294,"array([3.7039573 , 4.27937854])"
295,"array([3.73785214, 4.32823143])"
296,"array([3.77050839, 4.37382091])"
297,"array([3.78602445, 4.35629313])"
298,"array([3.7800905 , 4.32834314])"
299,"array([3.67593657, 4.32380021])"
300,"array([3.76235587, 4.3472497 ])"
301,"array([3.56713901, 4.47900845])"
302,"array([3.69096827, 4.37513973])"
303,"array([3.60196882, 4.39584897])"
304,"array([3.69223448, 4.30866359])"
305,"array([3.65577946, 4.65774084])"
306,"array([3.70857435, 4.71527776])"
307,"array([3.78675574, 4.73046699])"
308,"array([3.71238232, 4.74780935])"
309,"array([3.51597509, 4.69578218])"
310,"array([3.69396931, 4.76414434])"
311,"array([3.67275277, 4.71737162])"
312,"array([3.57167383, 4.71061584])"
313,"array([3.71250775, 4.77831869])"
314,"array([3.86782834, 4.77102229])"
315,"array([3.71850885, 4.69612346])"
316,"array([3.67760952, 4.79326402])"
317,"array([3.19259662, 4.34418336])"
318,"array([3.25626212, 4.45502293])"
319,"array([3.37285964, 4.7246912 ])"
320,"array([3.27954023, 4.45159743])"
321,"array([3.45057309, 4.40136172])"
322,"array([3.27576319, 4.62355803])"
323,"array([3.20341747, 4.45974701])"
324,"array([3.23288244, 4.42508857])"
325,"array([3.35232603, 4.71735528])"
326,"array([3.25408891, 4.71769773])"
327,"array([3.50954504, 4.41262826])"
328,"array([3.57576998, 4.18947378])"
329,"array([3.52306851, 4.25307267])"
330,"array([3.58463687, 4.32503273])"
331,"array([3.57735091, 4.4097731 ])"
332,"array([3.5839468 , 4.36001305])"
333,"array([3.39161213, 4.18087662])"
334,"array([3.51762702, 4.18473217])"
335,"array([3.4462144 , 4.18513062])"
336,"array([3.48866321, 4.19018132])"
337,"array([3.57186304, 4.2691048 ])"
338,"array([3.35357529, 4.21543647])"
339,"array([3.60689517, 4.36144109])"
340,"array([3.45244066, 4.52001603])"
341,"array([3.7663083 , 4.44514854])"
342,"array([3.88340179, 4.37976762])"
343,"array([3.83821063, 4.38116758])"
344,"array([3.86900864, 4.35378336])"
345,"array([3.85138833, 4.32382529])"
346,"array([3.18086707, 4.21813119])"
347,"array([3.30367048, 4.33080818])"
348,"array([3.40537167, 4.62235173])"
349,"array([3.47891156, 4.64826557])"
350,"array([3.14008706, 4.69175733])"
351,"array([3.38834826, 4.74424493])"
352,"array([3.33466893, 4.69911698])"
353,"array([3.53520363, 4.77448752])"
354,"array([3.55421812, 4.64141231])"
355,"array([3.60708166, 4.67728981])"
356,"array([3.57842063, 4.87633968])"
357,"array([3.61109716, 4.98536095])"
358,"array([3.45764426, 4.85670166])"
359,"array([3.49698339, 4.98911064])"
360,"array([3.41967544, 4.67902434])"
361,"array([3.57712289, 4.80085557])"
362,"array([3.22191616, 4.83603185])"
363,"array([3.4303914 , 4.87603218])"
364,"array([3.4845528 , 5.05818341])"
365,"array([3.39403804, 4.93610287])"
366,"array([3.60326931, 4.7058339 ])"
367,"array([3.31361773, 4.91586294])"
368,"array([3.37509255, 4.96107459])"
369,"array([3.35603985, 4.93900737])"
370,"array([3.40616423, 4.97191892])"
371,"array([3.42321086, 4.9523448 ])"
372,"array([3.432707  , 5.04673379])"
373,"array([3.47835458, 4.90889168])"
374,"array([3.34094223, 4.8990986 ])"
375,"array([3.45140384, 4.95400185])"
376,"array([3.53088532, 4.97058169])"
377,"array([3.50265124, 5.03613633])"
378,"array([3.33492478, 4.98204784])"
379,"array([3.53053406, 5.03287965])"
380,"array([3.38617857, 5.00565295])"
