# source, target, direction, screens, assays, database, reference, exp_direct, exp_indirect, comment
169,172,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
169,593,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
169,650,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
171,738,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
171,110,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
171,607,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
171,1027,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
171,801,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
171,508,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
171,178,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
171,569,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
171,85,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
172,625,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
183,1119,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
187,104,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
187,188,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
187,101,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
187,189,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
187,176,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
187,190,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
187,191,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
187,102,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
187,175,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
187,192,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
187,193,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
187,194,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
187,180,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
187,195,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
190,1683,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,584,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,170,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,150,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,154,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,171,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,814,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,921,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,180,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,88,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,828,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,195,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,175,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,238,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,714,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,609,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,185,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,103,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,492,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
190,151,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
190,246,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
190,142,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
190,782,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
190,1685,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
190,710,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
190,157,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
190,656,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,621,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,2862,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,2349,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,20,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,1677,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,932,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,169,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,473,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,569,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,1509,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,735,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,1175,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,2599,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,248,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,2863,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,107,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,108,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,880,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,476,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,783,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,235,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,250,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,2864,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,741,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,586,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,753,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,814,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,101,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,588,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,754,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,755,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,744,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,925,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,606,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,758,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,177,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,594,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,151,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,1443,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,595,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,787,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,506,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,49,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,157,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,268,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,1557,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
191,232,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,178,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,750,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,249,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,87,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,1622,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,585,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,792,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,786,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,110,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,111,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,1554,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,174,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,175,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,545,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,466,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,885,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
191,1407,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,168,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,233,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1917,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,142,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,560,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,779,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,148,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,48,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,749,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,106,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,2600,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1074,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,85,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,480,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,109,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,752,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,498,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,527,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,112,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,155,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,172,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,2486,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,485,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,102,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,88,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,2865,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,612,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1027,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,50,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,2826,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,181,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1134,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,2226,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,490,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1135,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1300,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,596,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,759,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,152,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,241,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,51,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,242,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,1549,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
191,568,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
196,197,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
196,198,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
196,199,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
197,301,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
197,617,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
198,69,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
198,1149,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
199,302,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
200,201,both,"Screen_3,","Cen X 2u,",BioGrid;DroID;FlyBase,FBrf0218395;22036573;25023514,None,MI:0943;MI:0082;MI:0276;MI:0004;MI:1022;MI:0046,None
200,94,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
202,203,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
204,141,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
205,206,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,207,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,208,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,209,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,210,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,211,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,212,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,213,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,214,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
205,91,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
205,215,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
205,216,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
205,217,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
205,218,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
205,219,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
205,220,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
206,682,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
206,261,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
206,54,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase,FBrf0235788,MI:0018,None,FBrf0235788 is part of FlyBi data
206,259,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
206,429,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
206,349,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
214,821,ad->db,"Screen_1,","Cen X Cen,",DroID;BioGrid;mentha;FlyBase;IntAct,14605208;FBrf0235788,MI:1112;MI:0397;MI:0018,None,FBrf0235788 is part of FlyBi data
215,1144,both,"Screen_1,","Cen X Cen,",DroID;mentha;FlyBase;BioGrid;IntAct,25242320;FBrf0227292;FBrf0235788;22036573,MI:1112;MI:0397;MI:0018,MI:0007;MI:0004;MI:0943;MI:0046;MI:0082,FBrf0235788 is part of FlyBi data
216,217,both,"Prediction,","Cen X Cen,",None,None,None,None,None
216,81,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
216,30,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
216,226,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
216,973,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
216,414,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
216,1247,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
216,209,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
216,303,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
216,405,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
216,702,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
216,285,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
216,512,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
216,1507,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
216,1144,both,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
216,121,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
216,1508,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
217,259,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
217,265,ad->db,"Prediction,Screen_3,Screen_4,","Cen X 2u,Cen X Cen,",None,None,None,None,None
217,30,ad->db,"Prediction,Screen_4,","Cen X 2u,Cen X Cen,",None,None,None,None,None
217,404,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
217,81,ad->db,"Screen_1,Screen_3,","Cen X 2u,Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
217,208,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
217,2071,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
217,1689,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
217,1247,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
217,209,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
217,217,fbgn1=fbgn2,"Screen_2,Screen_3,","Cen X 2u,Cen X Cen,",DroID;BioGrid;mentha;FlyBase;IntAct,10844029,MI:0018,MI:0113;MI:0096;MI:0045,None
217,264,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
217,362,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
217,136,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
217,212,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
217,698,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
217,2072,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
217,836,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
218,933,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
218,1095,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
218,304,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
221,222,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
223,223,fbgn1=fbgn2,"Screen_1,","Cen X Cen,",DroID;mentha;FlyBase;BioGrid;IntAct,FBrf0235788;25195176,MI:1112;MI:0397;MI:0018;MI:0114,MI:0071;MI:1022;MI:0027,FBrf0235788 is part of FlyBi data
223,30,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
224,225,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
224,226,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
227,228,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
228,30,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
228,2197,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
228,228,fbgn1=fbgn2,"Screen_2,","Cen X Cen,",None,None,None,None,None
229,230,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,231,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,40,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,232,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,233,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,182,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,234,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,235,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,154,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,171,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,236,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,237,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,238,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,239,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,240,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,113,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,241,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,242,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,243,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
229,244,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
229,173,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
229,88,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
229,245,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
229,246,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
229,167,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,247,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,48,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,86,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,248,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,249,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,250,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,251,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,252,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
229,253,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
231,186,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
234,609,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
241,181,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
241,543,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
254,255,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
254,242,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
254,256,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
254,88,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
254,257,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
257,166,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
257,104,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
257,880,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
257,602,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
257,111,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
257,189,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
257,490,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
258,259,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
258,30,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
258,81,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
259,1249,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
260,121,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
260,261,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
260,262,ad->db,"Screen_3,","Cen X 2u,",BioGrid;DIP;DroID;IntAct;mentha,14605208,MI:0018,None,None
260,11,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
260,218,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
260,263,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
260,264,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
260,265,ad->db,"Screen_4,","Cen X 2u,",BioGrid;DroID;IntAct;mentha,15575970,MI:0397;MI:0018;MI:0727,None,None
260,91,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
261,214,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
261,1094,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
261,70,ad->db,"Screen_1,Screen_3,","Cen X 2u,Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
261,634,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
261,361,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
262,1094,both,"Screen_1,Screen_2,","Cen X Cen,",DroID;BioGrid;mentha;FlyBase;DIP;IntAct,14605208;FBrf0235788,MI:0397;MI:1112;MI:0018,None,FBrf0235788 is part of FlyBi data
263,1051,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
263,345,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
263,92,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
263,2785,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
263,198,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
263,10,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
263,388,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
264,945,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
